sentence,options,answer,difficulty,question_type,audio_url
"A: How do you like your new roommate?\nB: I don't know . . . She's _______(1) _______(2)!\nA: What do you mean?\nB: She's _______(3) _______(4) at night. She watches TV and sings in her room.\nA: So she's not as nice as your last roommate?\nB: No. My last roommate was _______(5) _______(6) and considerate.\nA: So what are you going to do?\nB: Well, you know me. I'm _______(7) _______(8). I guess I won't do anything!",,"1:really | 2:inconsiderate | 3:terribly | 4:loud | 5:extremely | 6:kind | 7:really | 8:timid",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774490222/TFL_Developing_CD3_38_kl4tlj.mp3
"A: Hi, Jen. _______(1) _______(2) your trip?\nB: It was great! I had a wonderful time.\nA: _______(3) _______(4) the food?\nB: It was good! I ate a lot!\nA: How _______(5) _______(6) _______(7) there?\nB: It was beautiful the whole time I was there.\nA: So what was the best thing _______(8) _______(9) _______(10)?",,"1:How | 2:was | 3:How | 4:was | 5:was | 6:the | 7:weather | 8:about | 9:your | 10:trip",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774490223/TFL_Developing_CD3_43_amuigm.mp3
"The club is going to hold an _______(1) tournament every year.\nThe club's _______(2) are closed for two months every year.\nThe gym instructors can produce individual _______(3) for members.\nIn the first exercise studio, there are _______(4) classes.\nInstructors are able to design _______(5) which are safe and enjoyable.\nLeisure membership does not include _______(6).",,"1:international | 2:tennis courts | 3:fitness programs | 4:indoor cycling | 5:workouts | 6:golf access",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774490425/TFT_Developing_CD4_09_gzssuu.mp3
"Cycling to work can save employees both money and _______(1).\nIn recent years, _______(2) _______(3) have increased in the city.\nRegular cycling improves health and reduces _______(4) _______(5).\nIf more employees cycle to work, the company needs less _______(6) _______(7).\nEmployees can borrow a maximum of _______(8) _______(9) _______(10) for cycling equipment.\nEmployees are allowed to buy two bikes if part of their journey is by _______(11).",,"1:time | 2:traffic | 3:jams | 4:heart | 5:disease | 6:parking | 7:space | 8:a | 9:thousand | 10:dollars | 11:train",medium,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774490427/TFT_Developing_CD4_17_tnwukp.mp3
"A: Hi, haven’t we met before?\nB: Yeah, I think we met at Kate’s wedding.\nA: That’s right! Have _______(1) _______(2) _______(3) lately?\nB: No, I haven’t seen her in months. But I _______(4) _______(5) _______(6) husband last week.\nA: Oh, really? _______(7) _______(8) _______(9)?\nB: He’s doing really well. He told me that _______(10) _______(11) a great new job.\nA: I’m _______(12) _______(13) hear that. Well, I’ve got to go, but it was great to see you.\nB: Yeah, you, too! If you see John again, _______(14) _______(15) _______(16) said hello.",,"1:you | 2:seen | 3:her | 4:talked | 5:with | 6:her | 7:How's | 8:he | 9:doing | 10:he | 11:got | 12:happy | 13:to | 14:tell | 15:him | 16:I",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492577/TFL_Expanding_CD1_06_ygqfus.mp3
"A: Do you want to play soccer this Saturday?\nB: It’s supposed to rain this weekend, _______(1) _______(2)?\nA: Oh, I didn’t know that. Well, then what do you want to do?\nB: We could go to a movie? We _______(3) _______(4) _______(5) the new action movie.\nA: You saw that movie last weekend, didn’t you?\nB: Yeah, but I’d like to see it again. But you don’t like action movies, _______(6) _______(7)?\nA: Not really.\nB: _______(8) _______(9) _______(10) see that new comedy at Star Cinema!",,"1:isn't | 2:it | 3:could | 4:go | 5:see | 6:do | 7:you | 8:We | 9:could | 10:go",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492578/TFL_Expanding_CD1_11_flkxed.mp3
"A: Do you want to go to the Century Fashions sale on Saturday?\nB: I’d like to, but the salespeople there _______(1) _______(2) _______(3) professional.\nA: I know what you mean. They’re not very friendly, either.\nB: Yeah, and some of the clothes are nice, but some of them are _______(4) _______(5) _______(6) quality.\nA: That’s true. I bought a sweater there last winter, and it _______(7) _______(8) after I wore it twice.\nB: Also, it _______(9) _______(10) _______(11) _______(12) pay for things. The lines are always really long.\nA: Then again, I did get my _______(13) _______(14) there!",,"1:are | 2:not | 3:very | 4:are | 5:really | 6:bad | 7:fell | 8:apart | 9:takes | 10:too | 11:long | 12:to | 13:favorite | 14:jeans",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492579/TFL_Expanding_CD1_16_dqd3wt.mp3
"A: _______(1) _______(2) _______(3) this afternoon? You were supposed to meet me for lunch.\nB: I’m so sorry. I was at a doctor’s appointment. I thought I would be out of there by noon, but the appointment took a long time.\nA: Oh, _______(4) _______(5) _______(6)?\nB: I’m fine. It was just a check-up. Did you get the movie tickets for tonight?\nA: No, I didn’t. I’m sorry. I couldn’t get online at home.\nB: _______(7) _______(8) _______(9) with your Internet connection?\nA: I think so. Sometimes I can’t get a connection.",,"1:Where | 2:were | 3:you | 4:are | 5:you | 6:okay | 7:Is | 8:something | 9:wrong",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492581/TFL_Expanding_CD1_21_xv3its.mp3
"A: So, tell me about your new neighbor.\nB: He’s really _______(1) _______(2) _______(3). And we found out we have a lot in common.\nA: Oh, really? Like what?\nB: Well, he’s about the same age _______(4) _______(5) _______(6). And he used to live in the same neighborhood as I did in New York.\nA: Wow! What kinds of things does he like to do?\nB: He told me that _______(7) _______(8) _______(9) soccer on Saturdays. And he likes to go hiking and bike riding. And he loves movies.",,"1:funny | 2:and | 3:nice | 4:as | 5:I | 6:am | 7:he | 8:always | 9:plays",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492583/TFL_Expanding_CD1_26_degwjm.mp3
"A: Welcome back! Tell me about your trip!\nB: Oh, it was so much fun! First, _______(1) _______(2) _______(3) New York.\nA: Did you go to the Museum of Modern Art?\nB: Yes, we loved it. I had always _______(4) _______(5) _______(6) that museum.\nWe also went to Central Park, of course, and lots of other sites.\nA: Where did you go after that?\nB: After New York, we went to Philadelphia for three days. And then we went to Boston for two days.\nIt was _______(7) _______(8) _______(9)!",,"1:we | 2:went | 3:to | 4:wanted | 5:to | 6:see | 7:a | 8:great | 9:vacation",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492585/TFL_Expanding_CD1_31_cmazlc.mp3
"A: How’s it going? Do you like your new apartment?\nB: Oh, I love it. My _______(1) _______(2) _______(3) friendly, and the landlord is nice.\nA: That’s great! What’s the building like?\nB: _______(4) _______(5) _______(6) ten stories high, and there are ten apartments on each floor.\nSo, I guess there are 100 apartments.\nA: Wow, it sounds huge. Have you seen some of the other apartments?\nB: Yeah, my next-door neighbor invited me over for coffee the other day. She and her _______(7) _______(8) _______(9) . They’ve been in the building for five years.",,"1:neighbors | 2:are | 3:really | 4:The | 5:building | 6:is | 7:husband | 8:are | 9:doctors",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492587/TFL_Expanding_CD1_36_p1qybk.mp3
"A: _______(1) _______(2) _______(3) about that guy who sent himself somewhere in a box?\nB: What? No! What happened?\nA: Well, this guy wanted to go to Dallas to visit his father, but _______(4) _______(5) _______(6) to pay for a plane ticket.\nB: Yeah? _______(7) _______(8) _______(9) do?\nA: He figured he would save money by mailing himself to Dallas, so he packed himself inside a box!\nB: _______(10) _______(11) _______(12) ! That must have been some trip!",,"1:Did | 2:you | 3:hear | 4:he | 5:didn't | 6:want | 7:What | 8:did | 9:he | 10:You're | 11:kidding | 12:me",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492589/TFL_Expanding_CD1_41_qfkrkm.mp3
"A: Do you know Sandra Thomas?\nB: Yeah, I do. Why do you ask?\nA: She’s in my history class. I _______(1) _______(2) _______(3) . She’s so funny.\nB: I know. She makes me laugh all the time.\nA: She seems _______(4) _______(5) _______(6).\nB: She really is smart. She gets As in all her classes. Have you met her brother and sister?\nA: No, what are they like? Are they like Sandra?\nB: Her brother’s completely different. He’s intelligent, but _______(7) _______(8) _______(9) at all.",,"1:really | 2:like | 3:her | 4:very | 5:intelligent | 6:too | 7:he's | 8:not | 9:friendly",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492592/TFL_Expanding_CD2_06_khhozg.mp3
"A: How did you like that new show that was on Wednesday night?\nB: Oh, I thought it _______(1) _______(2) _______(3)! I can't wait to find out why those people are on the island. What did you think?\nA: I didn't think _______(4) _______(5) _______(6) at all. I was bored.\nB: Really? You thought it was boring? But there was so much _______(7) and _______(8)!\nA: I think shows like that _______(9) _______(10) to watch. You never know what's going on.\nB: Oh, that's exactly why I think they're so fun to watch. I can't wait for next week's show!",,"1:was | 2:really | 3:exciting | 4:it | 5:was | 6:interesting | 7:drama | 8:excitement | 9:are | 10:frustrating",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492593/TFL_Expanding_CD2_12_c4jozo.mp3
"A: How was your trip to Paris?\nB: It was so much fun! But the airline lost my luggage on the way there.\nA: Oh no! Did you _______(1) _______(2) _______(3) new clothes?\nB: I had to buy a toothbrush for that night, but they found my suitcase the next day. And they delivered it to my hotel so I _______(4) _______(5) _______(6) go pick it up.\nA: That's great! Did you rent a car?\nB: No, you really _______(7) _______(8) _______(9) drive there. You can take the Metro everywhere. That's what the subway is called in Paris.",,"1:have | 2:to | 3:buy | 4:didn't | 5:have | 6:to | 7:don't | 8:have | 9:to",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774492595/TFL_Expanding_CD2_17_yxgip6.mp3
"A: This city has changed so much in the _______(1) _______(2) _______(3)\nB: What do you mean?\nA: Well, there _______(4) _______(5) _______(6) be anything for kids to do after school, but now there’s a great after-school program at the community center.\nB: That’s true. There are a lot of fun things for kids to do now.\nA: Also, _______(7) _______(8) _______(9) be a lot of crime downtown, and there didn’t use to be a lot of good restaurants there.\nB: Yeah. It’s safe downtown now, and there are _______(10) _______(11) _______(12) places to eat.",,"1:past | 2:five | 3:years | 4:didn't | 5:use | 6:to | 7:there | 8:used | 9:to | 10:lots | 11:of | 12:great",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493890/TFL_Expanding_CD2_22_wnsd1j.mp3
"A: Hey Alex. What’s up?\nB: Oh, nothing. I’m just planning for my dad’s _______(1) _______(2).\nA: Wow. Your dad’s sixty already? He looks so young. I would have thought he was _______(3) _______(4) _______(5).\nB: Ha! He’d love to hear that. Anyway, it’s a special occasion, so I want to plan a _______(6) _______(7) for him.\nA: That’s nice. I’m sure he’ll appreciate that. So when’s the big day?\nB: On the _______(8).\nA: That’s only _______(9) _______(10) _______(11)! You’d better start planning!",,"1:sixtieth | 2:birthday | 3:closer | 4:to | 5:fifty | 6:big | 7:party | 8:twenty-sixth | 9:two | 10:weeks | 11:away",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493893/TFL_Expanding_CD2_27_anaqcu.mp3
"A: Oh, I like this black sweater. It’s really nice, isn’t it?\nB: Yeah, it’s great. Is it _______(1) _______(2) _______(3)?\nA: No, I think it’s made of cotton.\nB: Don’t you already have a _______(4) _______(5) _______(6) sweaters?\nA: Yeah, I do, but I really like this one.\nB: You wear a lot of black. Why don’t you try on _______(7) _______(8) _______(9) blue sweaters?\nA: Yeah, that’s a nice color. I’ll try it on!",,"1:made | 2:of | 3:wool | 4:couple | 5:of | 6:black | 7:one | 8:of | 9:these",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493896/TFL_Expanding_CD2_32_ze62g1.mp3
"A: _______(1) _______(2) _______(3) studying at night or in the morning?\nB: I prefer studying at night. How about you?\nA: I like studying at night, too. _______(4) _______(5) _______(6) prefer—going out to a movie or watching a DVD at home?\nB: I prefer going out to a movie. I like watching movies on a big screen. Which _______(7) _______(8) _______(9) better?\nA: I like to watch DVDs at home. It’s more comfortable, and I can rewind or pause the movie whenever I want to.",,"1:Do | 2:you | 3:prefer | 4:Which | 5:do | 6:you | 7:do | 8:you | 9:like",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493900/TFL_Expanding_CD2_37_lnkjuk.mp3
"A: Hi, Michelle. This is Sam. _______(1) _______(2) _______(3) with Ben?\nB: Hi, Sam. No, I'm sorry. He's not home right now.\nA: Do you know when he'll be back?\nB: He's _______(4) _______(5) _______(6) out for several hours. Do you want to leave a message?\nA: Yeah, thanks. I'm supposed to meet Ben at Cafe Joan for lunch at noon tomorrow. But I have a doctor's appointment, so _______(7) _______(8) _______(9) be a few minutes late.\nB: Do you know what time you're going to be there?\nA: I'll try to get there as soon as I can. I _______(10) _______(11) _______(12) by 12:30.",,"1:Can | 2:I | 3:speak | 4:going | 5:to | 6:be | 7:I'm | 8:going | 9:to | 10:should | 11:be | 12:there",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493904/TFL_Expanding_CD2_42_qgwjvy.mp3
"A: Did I tell you _______(1) _______(2) _______(3) to me last Saturday morning?\nB: No. What happened?\nA: I was walking down the street to get some coffee _______(4) _______(5) _______(6) heard someone call my name. I looked around, but I didn't see anyone I knew.\nB: Then what _______(7) _______(8) _______(9)?\nA: Well, I thought maybe I imagined it, so I kept walking, and _______(10) _______(11) _______(12) was about to go into the cafe, I heard it again. It was my best friend from elementary school!",,"1:about | 2:what | 3:happened | 4:when | 5:suddenly | 6:I | 7:did | 8:you | 9:do | 10:just | 11:as | 12:I",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493907/TFL_Expanding_CD3_06_mga2lq.mp3
"A: Didn't you _______(1) _______(2) _______(3) last month?\nB: Yeah, I did. Joe and I went to a great beach resort in the Caribbean.\nA: Wow! _______(4) _______(5) _______(6) a lot of sightseeing?\nB: No, we mostly just relaxed on the beach.\nA: That sounds like fun. Did you do anything else?\nB: Not really, but we _______(7) _______(8) _______(9) to dinner every night.\nA: Were the restaurants good?\nB: _______(10) _______(11) _______(12)! And we went to a different one each night.",,"1:go | 2:on | 3:vacation | 4:Did | 5:you | 6:do | 7:did | 8:go | 9:out | 10:They | 11:were | 12:great",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774493911/TFL_Expanding_CD3_11_vltkfi.mp3
"A: Did you _______(1) _______(2) _______(3) last night and see the story about the bank robbery?\nB: No, I didn’t. What happened?\nA: Three men robbed the bank on Fifth Street. They got _______(4) _______(5) _______(6)\nB: Wow! That’s a lot of money! I hope the police caught them.\nA: Not yet. There’s a _______(7) _______(8) for anyone who helps the police capture them!",,"1:watch | 2:the | 3:news | 4:away | 5:with | 6:$850,000 | 7:$15,000 | 8:reward",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495231/TFL_Expanding_CD3_16_j504ax.mp3
"A: What _______(1) _______(2) _______(3) about the new mall?\nB: I don’t know. I haven’t shopped there yet. Have you?\nA: Yeah, I have. I went last weekend. I liked it a lot. It has a ton of stores, lots of great restaurants, and a _______(4) _______(5) _______(6)\nB: Oh, I’ll have to check it out soon. It sounds so much better than the old mall.\nA: It is. The old mall is _______(7), _______(8) and too _______(9)\nB: I agree.",,"1:do | 2:you | 3:think | 4:big | 5:movie | 6:theater | 7:boring | 8:dirty | 9:small",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495234/TFL_Expanding_CD3_21_w30s8n.mp3
He was born in: _______(1)\nHe joined the ANC in: _______(2)\n He became deputy president of the ANC in: _______(3)\n He was sentenced to life in prison in: _______(4)\n He was released from prison in: _______(5)\n He became State President in: _______(6)\n He retired in: _______(7),,"1:1918 | 2:1942 | 3:1952 | 4:1964 | 5:1990 | 6:1994 | 7:1999",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495683/TFL_Expanding_CD3_24_pd0xhy.mp3
"A: So what _______(1) _______(2) _______(3) this weekend?\nB: My friends and I went to Los Angeles for the weekend.\nA: Oh, really? Did _______(4) _______(5) _______(6) famous?\nB: Yeah! We saw Leonardo DiCaprio in a cafe and Jackie Chan walking down the street!\nA: No way! Did you get their autographs?\nB: No. We were too shy to ask. What _______(7) _______(8) _______(9) if you saw someone famous? Would you ask for an autograph?\nA: Maybe. I was at a restaurant once, and I took a picture of _______(10) _______(11) _______(12)!",,"1:did | 2:you | 3:do | 4:you | 5:see | 6:anyone | 7:would | 8:you | 9:do | 10:a | 11:famous | 12:actor",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495238/TFL_Expanding_CD3_26_beslu8.mp3
"A: Hi. I’m Jane, and I’ll be your server this evening. What would you like to drink?\nB: I’ll just have some water, thanks.\nA: Okay. And what _______(1) _______(2) _______(3) to eat?\nB: Could you tell me what types of vegetables come with the roast chicken?\nA: Sure. It comes with _______(4) _______(5) _______(6)\nB: Okay. Then I’d like the roast chicken and vegetables, please. And I’d like a piece of apple pie for dessert.\nA: Okay, that’s roast _______(7) _______(8) _______(9), and a piece of apple pie.",,"1:would | 2:you | 3:like | 4:peas | 5:and | 6:carrots | 7:chicken | 8:and | 9:vegetables",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495243/TFL_Expanding_CD3_31_qmcpqx.mp3
"A: What’s wrong? You look exhausted.\nB: I am. I have a _______(1) _______(2) _______(3) with me right now. He’s a friend from my English class. He was going to stay for a week, but he’s been here for four weeks now.\nA: Oh, no! Why has he been staying with you for so long?\nB: Well, there was a fire in _______(4) _______(5) _______(6), so he has to find a new place to stay. The problem is, he can’t afford to pay the deposit for a new place until he gets money from the _______(7) _______(8).",,"1:house | 2:guest | 3:staying | 4:his | 5:apartment | 6:building | 7:insurance | 8:company",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495247/TFL_Expanding_CD3_36_brjdfx.mp3
"A: There are _______(1) _______(2) _______(3) in the world today.\nB: I know. There’s water pollution, air pollution, global warming, unemployment.\nA: Yeah, and there’s the destruction of the rain _______(4), _______(5) _______(6), housing shortages. It can get depressing if you think about it too much.\nB: No kidding. What do you think the biggest issues are?\nA: I really think air pollution is the most important issue. If we don’t _______(7) _______(8) and improve air quality, we’ll all have health problems.\nB: I agree that air pollution is a _______(9) _______(10). The air in the city has become so dirty.",,"1:so | 2:many | 3:problems | 4:forests | 5:traffic | 6:problems | 7:reduce | 8:pollution | 9:big | 10:problem",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495252/TFL_Expanding_CD3_41_wygcro.mp3
"According to UNESCO, the Forbidden City has the greatest number of _______(1) _______(2) in the world.\n One of the most significant colors in the architecture of the Forbidden City is _______(3).\n Black is used for the _______(4) of one building because it represents water.\n The number and layout of buildings in the Forbidden City are intended to represent the _______(5) and _______(6).",,"1:wooden | 2:structures | 3:yellow | 4:tiles | 5:Earth | 6:heaven",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774495258/TFT_Expanding_CD4_09_w65tx5.mp3
"Many rural communities have problems obtaining water for domestic use and _______(1)\nAvoiding the use of fossil fuels reduces _______(2) _______(3) and expense, and conserves non-renewable resources.\nCompared to older designs, modern ram pumps are both more efficient and more _______(4)\nRam pumps are more _______(5) than other methods of supplying water in rural areas.\n_______(6) _______(7) can be taught how to do routine maintenance of ram pumps.\nThe smallest ram pumps deliver approximately _______(8) _______(9) of water daily.",,"1:farming | 2:air | 3:pollution | 4:reliable | 5:cost-effective | 6:community | 7:members | 8:60 | 9:liters",hard,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774494765/TFT_Expanding_CD4_17_kt8zgj.mp3
"A: What's this in English?\nB: I'm sorry, I don't _______(1) .\nA: What does favourite mean?\nB: Can you _______(2) that, please?\nA: What's umbrella in your language?\nB: I'm sorry, I don't understand. Can you _______(3) more slowly, please?",,"1:know | 2:repeat | 3:speak",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710137/U1-0Starter-10_gnol8d.mp3
"In this week’s episode, _______(1)-year-old Tony and his dog, _______(2), have got a big problem. Tony asks grandma, _______(3) for help. Melissa and her _______(4), Beth, meet a famous singer. Watch and find out who it is!",,"1:eight | 2:Patch | 3:Rose | 4:Mum",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710138/U1-02a-5_xf5aoi.mp3
"The boy I like's from Dreamland\nHe looks just like Brad Pitt!\nHe's got fair hair and big blue eyes\nAnd he's tall and very _______(1)!\nHe's funny and he's friendly\nAnd he loves to give me flowers\nHe can play guitar and sing love songs\nFor hours and hours and _______(2)!\nThe girl I like's from Dreamland\nShe looks just like Cameron Diaz\nShe's slim and fair, she's got lovely hair,\nBig eyes and such cute _______(3)!\nShe's sweet and kind and clever\nAnd she loves to watch TV –\nHer favourite sport is football\nAnd her favourite guy is _______(4)!",,"1:fit | 2:hours | 3:ears | 4:me",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710138/U1-02-Song_syjk3y.mp3
"Size: _______(1) acres\nIn the State Apartments you can see: _______(2) by Rembrandt and Rubens.\nFrom _______(3) to March, visitors can also look around George IV's private apartments.\nDo visit Queen Mary's Doll's _______(4) , the most famous doll's house in the world.\nThe Castle is open until _______(5) .",,"1:13 | 2:paintings | 3:October | 4:house | 5:17:15",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710138/U1-04a-3_ldjcq3.mp3
The villa is in a _______(1) area.\nIt's only _______(2) minutes away from the beach.\nThere is a garden and _______(3) rooms.,,"1:quiet | 2:20 | 3:eight",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710138/U1-04b-3_xxcrmw.mp3
"A: Excuse me, is there a bank _______(1) _______(2) ?\nB: Yes, there’s one on George Street.\nA: How _______(3) _______(4) _______(5) to George Street from here?\nB: Go along Park Road and take the first turning on your right.\nA: Thanks a lot.\nB: The bank’s on the _______(6) , opposite the school. You can’t miss it!",,"1:near | 2:here | 3:do | 4:I | 5:get | 6:left",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710138/U1-04c-4_vvaawc.mp3
"MUSEUM OF NATURAL HISTORY\n\nEntrance Hall: paintings of flowers and _______(1)\nUpstairs\nLeft: models of dinosaurs and other extinct _______(2)\n\nRight, in the theatre: a film about planet Earth. The film lasts _______(3) minutes.\nMuseum shop: sells models of extinct animals, _______(4) , postcards, etc. Guide books cost _______(5)\nMuseum closes at _______(6)",,"1:plants | 2:animals | 3:45 | 4:T-shirts | 5:£1 | 6:17:50",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710246/U1-08a-2_iznuls.mp3
"Peak Leaders UK Ltd is a well established family business. It specialises in _______(1) and Snowboard Instructor Courses in _______(2), New Zealand and Argentina. In Argentina there is _______(3) _______(4) in the Andes; in New Zealand there is _______(5) _______(6); in Canada there is ice hockey and _______(7) . Courses are busy, but there is plenty of party time with people who’ll become friends for life.",,"1:ski | 2:Canada | 3:horse | 4:riding | 5:jet | 6:boating | 7:snowmobiling",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710247/U1-09b-8_r7jj9k.mp3
"A: Are you doing anything tonight, Paul?\n_______(1) we go for a meal?\nB: Oh, sorry I can’t tonight. I’m going to stay in. I have to study for my exam.\nA: _______(2) _______(3) tomorrow night? Are you doing anything then?\nB: No, I’m not. What have you got in mind?\nA: I’m going to go bowling. _______(4) _______(5) _______(6) _______(7) come?\nB: That _______(8) _______(9).\nA: I’ll give you a ring at about five tomorrow.\nB: OK, see you.",,"1:Shall | 2:How | 3:about | 4:Would | 5:you | 6:like | 7:to | 8:sounds | 9:nice",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710247/U1-09c-6_xxnbt9.mp3
Hội thoại 1:\nA: Your hair looks lovely today!\nB: Thank you. It’s _______(1) _______(2) _______(3) to say so.\n\nHội thoại 2:\nA: Have you lost weight? You look great!\nB: Thanks. You’ve _______(4) _______(5) _______(6)!,,"1:nice | 2:of | 3:you | 4:made | 5:my | 6:day",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710247/U1-10c-4_rangyb.mp3
"• Fantastic deals on package holidays in _______(1)\n• _______(2)-week holidays on the Costa del Sol.\n• A luxury _______(3) with full board.\n• Cost of package, including flight, only _______(4) !\nWe’re open 9 am – _______(5) pm.",,"1:Spain | 2:two | 3:hotel | 4:£269 | 5:6",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774710252/U1-10-SA8_slot9x.mp3
"Hollingsworth Secondary School, Colchester, _______(1) Qualified teacher required to teach science to pupils from year 7 to _______(2) . The school is well-known for its motivated pupils, highly-qualified staff and excellent _______(3) . Permanent _______(4) -time position. Available from September or _______(5) . For an application form and further details call _______(6) 129458.",,"1:Essex | 2:eleven | 3:facilities | 4:full | 5:January | 6:01621",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711122/UE-01a-9_knr1m1.mp3
"WINTER CONCERT \nOn 5th _______(1) at _______(2) pm Forest Road, Loughborough The Loughborough Orchestra performs Beethoven’s Piano Concerto No. _______(3) and Sibelius’s Symphony No. 3. Conductor: Peter _______(4) Soloist: Tom _______(5)",,"1:December | 2:8 | 3:5 | 4:Davis | 5:Rice",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711121/UE-02a-9_wxfvr9.mp3
"Name: The Brit School for Performing _______(1) and Technology\nStart age: _______(2)\nLeaving age: _______(3)\nSpecial features: - Dancing, _______(4), singing and music lessons. Students don't wear _______(5) .\nExams taken: GCSEs & ‘A’ Levels",,"1:Arts | 2:14 | 3:19 | 4:drama | 5:a uniform",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711124/UE-02e-SA_iyd7mz.mp3
"MISSING\nLost: Mitzi the cat\nAge: _______(1) years old\nDescription: Grey and _______(2), with a long\n_______(3) tail, one black paw and green _______(4)\nWent missing on: _______(5) _______(6), near Church St.\nPlease call: _______(7)",,"1:3 | 2:white | 3:white | 4:eyes | 5:1st | 6:December | 7:957333",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711123/UE-04c-9_s0qerv.mp3
Holiday destination:\n_______(1)\nDates: 20th-24th _______(2)\nAirlines: _______(3) Airways\nHotel: Prague _______(4)\nPrice (per person): £ _______(5)(including accommodation & fares)\nCustomers’ names: Mr & Mrs _______(6),,"1:Prague | 2:September | 3:British | 4:Palace | 5:320 | 6:Stokes",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711123/UE-04e-SA_jhf3j9.mp3
• Brush your teeth after every _______(1)or at least _______(2) a day.\n• Brush for at least _______(3) minutes.\n• Avoid _______(4) and sugary drinks.\n• Eat lots of fresh _______(5) and vegetables.\n• Visit your dentist every _______(6)\nmonths for a check-up.,,"1:meal | 2:twice | 3:three | 4:sweets | 5:fruit | 6:six",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711337/UE-06b-10_mjy2bq.mp3
"Help us to help the environment!\nDonate: old computer equipment mobile _______(1)\nWe _______(2) them to raise funds for homeless _______(3)\nDrop-off point: 705, Milner _______(4), Greensboro\nPhone number: 336 – 574 – _______(5)",,"1:phones | 2:recycle | 3:animals | 4:Drive | 5:9600",easy,LISTENING,https://res.cloudinary.com/dcz6avkds/video/upload/v1774711336/UE-10c-5_svvk1l.mp3
