transcript,audio_url,difficulty
"Ireland died on 31 July 2014 from brain cancer , aged 68 .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805773/audio_file/level01/01_45e07cef-1.mp3,easy
Vanth was found at 0.25 arcseconds from Orcus with magnitude difference of .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805775/audio_file/level03/03_c3b48054-3.mp3,hard
"The bones were those of a very short man , little over four feet tall , who may have suffered from a form of congenital dwarfism .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805777/audio_file/level03/03_70558ab5-6.mp3,hard
Investigators concluded that the probable cause of the crash was believed to be an inoperable instrument landing system and ground radar .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805780/audio_file/level02/02_ab83eaba-e.mp3,medium
The center of a subtropical gyre is a high pressure zone .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805781/audio_file/level02/02_99f04157-5.mp3,medium
"In Australia , the colonization began in the 1940s , with the species establishing itself in the north and east of the continent .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805783/audio_file/level02/02_637d5330-8.mp3,medium
"Tide pools are a home for hardy organisms such as sea stars , mussels and clams .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805785/audio_file/level02/02_132e15f5-4.mp3,medium
"Inductors are also employed in electrical transmission systems , where they are used to limit switching currents and fault currents .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805788/audio_file/level02/02_9ab61dd3-4.mp3,medium
The agency was created in 1990 with a team of six people .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805789/audio_file/level02/02_0ccdc36d-b.mp3,medium
"In the 1970s , Olympic athletes were required to be amateur .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805791/audio_file/level02/02_2fb00a3e-3.mp3,medium
Much of the owls ' hunting strategy depends on stealth and surprise .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805792/audio_file/level02/02_30bd1d8c-6.mp3,medium
Zinc sulfate can be used to supplement zinc in the brewing process .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805794/audio_file/level03/03_983f6071-0.mp3,hard
"Now modern CPUs have multiple parallel execution units , referred to as scalar or superscalar design .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805796/audio_file/level03/03_9f9b262f-c.mp3,hard
The game was the first of the SmackDown vs . Raw games to feature the newly revived ECW brand .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805798/audio_file/level02/02_039ae982-1.mp3,medium
People have been pedicuring nails for over four thousand years .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805800/audio_file/level02/02_413f5e8a-0.mp3,medium
Venegas began playing instruments at the age of 10 when her parents first sent her to piano lessons .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805802/audio_file/level02/02_7cead9bd-6.mp3,medium
The rationale for the designated hitter rule arose comparatively early in the history of professional baseball .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805804/audio_file/level03/03_c14923f8-6.mp3,hard
Drug trafficking and illicit drug use is a significant problem in Russia .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805805/audio_file/level03/03_3d7744f2-f.mp3,hard
The network focuses on supporting peer-directed and open-source projects .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805807/audio_file/level02/02_c1f17041-d.mp3,medium
The heat index is defined so as to equal the actual air temperature when the partial pressure of water vapor is equal to a baseline value of 1.6 kPa .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805810/audio_file/level03/03_9b031afb-4.mp3,hard
"Much debate exists among taxonomists about which races of pocket gophers should be recognized as full species , and the following list cannot be regarded as definitive .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805813/audio_file/level03/03_72b9b2ce-0.mp3,hard
"Before the advent of iron smelting , meteoric iron was the only source of iron metal apart from minor amounts of telluric iron .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805815/audio_file/level03/03_adbade58-8.mp3,hard
Due process developed from clause 39 of Magna Carta in England .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805818/audio_file/level02/02_bb983e46-5.mp3,medium
"The city has a number of sports teams , both professional and amateur , and a number of venues across the city .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805820/audio_file/level02/02_a201e51e-3.mp3,medium
"Before contact with Europeans the natives of North America were divided into many different communities , from small bands of a few families to large empires .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805822/audio_file/level02/02_4ec77385-f.mp3,medium
"As the Tenaru battle was ending , more Japanese reinforcements were already on their way .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805824/audio_file/level02/02_ea665062-8.mp3,medium
Intellectual disability has been documented under a variety of names throughout history .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805825/audio_file/level02/02_8a7476c1-9.mp3,medium
The illegal maneuver of spitting a colored liquid into the face of an opponent in professional wrestling .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805827/audio_file/level03/03_0cd45fa4-d.mp3,hard
Children between the ages of 6 and 16 are required by law to have full-time education .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805830/audio_file/level02/02_88f437f1-c.mp3,medium
"The election election used the supplementary vote system , which is where the voters choose a first and a second choice of candidates .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805832/audio_file/level02/02_73296a57-a.mp3,medium
He died on 26 September 2017 in Paris at the age of 91 .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805835/audio_file/level01/01_f73c01df-8.mp3,easy
The best -known method of prey capture is by means of sticky webs .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805837/audio_file/level02/02_e50c676b-6.mp3,medium
The drug is commonly used to treat attention - deficit hyperactivity disorder and narcolepsy .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805839/audio_file/level03/03_6053351c-f.mp3,hard
These birds feed on nectar from flowers using a long tongue .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805840/audio_file/level02/02_65b6696a-1.mp3,medium
Modern cladistic work has not been conclusive .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805842/audio_file/level02/02_4ff02047-a.mp3,medium
"Eventually , the Roman art of baking became known throughout Europe and eventually spread to eastern parts of Asia .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805843/audio_file/level02/02_d1b852f2-1.mp3,medium
"The names of oblasts did not usually correspond to the names of the historical regions , as they were created as purely administrative units .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805846/audio_file/level02/02_4113551c-a.mp3,medium
There are two major highways in the county .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805847/audio_file/level02/02_6ea49dc6-8.mp3,medium
Pusheen is an example of the popularity of cats on the Internet .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805848/audio_file/level02/02_15740df6-6.mp3,medium
Caramel sauce is made from heating water and caster sugar at a low to medium temperature .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805850/audio_file/level02/02_6832e56e-5.mp3,medium
"Like most , or even all behaviors , aggression can be examined in terms of its ability to help an animal reproduce and survive .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805853/audio_file/level02/02_a70a0da3-7.mp3,medium
The pygmy avoids human contact .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805854/audio_file/level03/03_14ede175-2.mp3,hard
Echinoderms possess a unique water vascular system .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805855/audio_file/level03/03_65a001b9-3.mp3,hard
"Amusement park go-karts can be powered by four-stroke engines or electric motors , while racing karts use small two -stroke or four-stroke engines .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805858/audio_file/level02/02_a5aca446-e.mp3,medium
"Both species bore a passing or superficial resemblance to a very small , dog-sized saber - toothed cat .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805860/audio_file/level03/03_7246c849-1.mp3,hard
"From 2014 the museum had budget cuts that dropped its maintenance to less than R $ 520,000 annually .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805862/audio_file/level02/02_061e8314-c.mp3,medium
Copper forms chemical compounds .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805863/audio_file/level02/02_4d36e152-0.mp3,medium
"The test vehicle , which was used as an atmospheric drop test glider , had no propulsion system .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805865/audio_file/level03/03_b64422c2-2.mp3,hard
"Thandiani has excellent weather and lush greenery in the summer months , and snow-covered views and hills in the winter .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805867/audio_file/level02/02_4c15bebc-4.mp3,medium
The main entrance to the castle is through the western barbican .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805869/audio_file/level02/02_4aa7eb43-d.mp3,medium
"The name comes from the fact that calligraphy - inspired typefaces were first designed in Italy , to replace documents traditionally written in a handwriting style called chancery hand .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805871/audio_file/level03/03_f5699007-2.mp3,hard
"The provinces are grouped into 17 regions based on geographical , cultural , and ethnological characteristics .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805873/audio_file/level02/02_d145673a-5.mp3,medium
"Straight rail was played professionally in the US from 1873 to 1879 , but is uncommon there today .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805875/audio_file/level02/02_ed1f0707-6.mp3,medium
The road was built as part of a redevelopment of the area in the 1900s .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805877/audio_file/level02/02_7f3909e7-5.mp3,medium
Chronic hepatitis C is defined as infection with the hepatitis C virus persisting for more than six months based on the presence of its RNA .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805879/audio_file/level03/03_78a357c7-c.mp3,hard
"The university has a logo showing a white sunrise on a green earth referring to the sustainable development , major theme of the university .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805881/audio_file/level02/02_7f0bf716-3.mp3,medium
These birds feed on nectar from flowers using a long extendable tongue .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805883/audio_file/level02/02_30a50110-b.mp3,medium
"A gorilla 's lifespan is between 35 and 40 years , although zoo gorillas may live for 50 years or more because they have more food .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805885/audio_file/level02/02_a76e395e-a.mp3,medium
"In genetic sex-determination systems , an organism 's sex is determined by the genome it inherits .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805887/audio_file/level03/03_b5151ce6-3.mp3,hard
"Dormice are small rodents , with body lengths between 6 and , and weights between 15 and .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805889/audio_file/level02/02_371d1c96-9.mp3,medium
"Most eels live in the shallow waters of the ocean and burrow into sand , mud , or amongst rocks .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805891/audio_file/level02/02_3b76f214-0.mp3,medium
"Even though astronomers tried to find it again , it has not been reliably seen since .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805893/audio_file/level02/02_545fcf90-9.mp3,medium
The frog spends most of the year underground .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805894/audio_file/level02/02_c6b7ef69-a.mp3,medium
Another serious problem for civilians and soldiers was a shortage of water .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805896/audio_file/level02/02_cd2a8751-f.mp3,medium
"Boyce is best known for his eight symphonies , his anthems and his odes .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805899/audio_file/level02/02_f7b72604-6.mp3,medium
These dates could be the king 's birthday and coronation day .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805900/audio_file/level02/02_870b6994-b.mp3,medium
Three soccer grounds using artificial turfs were opened on 3 October 2012 .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805902/audio_file/level02/02_c65d7864-b.mp3,medium
The diving featured 136 athletes representing 25 countries .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805903/audio_file/level02/02_eebad661-6.mp3,medium
More detail on the health of the drive may be obtained by examining the S. M. A. R. T. Attributes .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805905/audio_file/level02/02_fe28ae8b-6.mp3,medium
The grinding of solid matters occurs under exposure of mechanical forces that trench the structure by overcoming of the interior bonding forces .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805908/audio_file/level02/02_82e08ede-0.mp3,medium
This gives the number 's distance from zero on the real number line .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805909/audio_file/level02/02_463c9e79-7.mp3,medium
"The cluster contains a dozen of O-type main sequence stars , of which at least three are eclipsing binaries .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805911/audio_file/level03/03_e29992fe-4.mp3,hard
Lichenometry is a method of dating exposed rock by using the growth of lichen .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805913/audio_file/level03/03_7d9be3e1-7.mp3,hard
Black tea is often blended with other black tea or various other plants .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805914/audio_file/level02/02_6e1cd8ae-f.mp3,medium
"Although dissimilar in overall appearance , gophers have been united with kangaroo rats into a common superfamily for a considerable time .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805917/audio_file/level03/03_225603c6-2.mp3,hard
English has changed and developed over time .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805918/audio_file/level01/01_abe30546-f.mp3,easy
Programs are composed of instructions which operate on values .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805920/audio_file/level02/02_aaca2061-4.mp3,medium
The plant is semi-aquatic and grows mostly on rocky places at the banks of rivers or in the riverbed .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805921/audio_file/level03/03_876c1d9b-2.mp3,hard
The tradition of homecoming has its origin in alumni football games held at colleges and universities since the 19th century .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805923/audio_file/level02/02_84164f10-8.mp3,medium
"Chinese records indicate that , in 188 , the comet reached apparent magnitude 0.1 .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805926/audio_file/level02/02_a546f279-8.mp3,medium
"Although the alligator often moves slowly , it can run very fast for short times , especially in very short lunges .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805928/audio_file/level02/02_c98984df-f.mp3,medium
At right is displayed the color cerise .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805929/audio_file/level02/02_f67410e4-a.mp3,medium
The genre itself was defined as a separate movement from post- punk due to its darker music accompanied by introspective and romantic lyrics .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805931/audio_file/level03/03_47efe6f5-9.mp3,hard
Tandem repeat describes a pattern that helps determine an individual 's inherited traits .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805933/audio_file/level02/02_218cfdf9-9.mp3,medium
"Superscalar CPU design is concerned with improving accuracy of the instruction dispatcher , and allowing it to keep the multiple functional units busy at all times .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805936/audio_file/level02/02_1cb778dc-c.mp3,medium
On pictures he was usually drawn with a black and a yellow stripe painted across his face .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805937/audio_file/level02/02_cf090a7c-b.mp3,medium
Certain networks have made changes to prevent them from being used by such multi-network IM clients .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805939/audio_file/level02/02_d5064379-2.mp3,medium
"From the hypostyle hall , one enters the second pillared hall .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805941/audio_file/level03/03_c7ea724d-3.mp3,hard
"When a conjecture has been proven , it is no longer a conjecture but a theorem .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805942/audio_file/level03/03_081d03c8-a.mp3,hard
Intellectual property laws such as copyrights and patents have the effect of converting some intangible goods to scarce goods .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805944/audio_file/level03/03_686ebed6-4.mp3,hard
A lot of electricity is used in arc welding .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805945/audio_file/level03/03_b99095ad-4.mp3,hard
"s of 2010 , there is no vaccine that prevents syphilis .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805947/audio_file/level03/03_d4a74d2f-9.mp3,hard
"The taxonomy of the genus is complex , and still under investigation .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805951/audio_file/level03/03_9b9c988b-7.mp3,hard
"So , in normal diploid organisms , chromosomes are present in two copies .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805952/audio_file/level03/03_2e199036-d.mp3,hard
Amphiumas inhabit the southeastern part of the United States .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805954/audio_file/level02/02_72524060-e.mp3,medium
"It has also been used to make lightweight blocks for building , and as a powdered ingredient in polishing .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805956/audio_file/level02/02_823099e6-0.mp3,medium
"Many cultures have an oral law , while most contemporary legal systems have a formal written organization .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805958/audio_file/level02/02_ff2a4135-d.mp3,medium
The use of complementary colors is an important aspect of art and graphic design .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805959/audio_file/level02/02_45b219ce-a.mp3,medium
"In one experiment , Lavoisier observed that there was no overall increase in weight when tin and air were heated in a closed container .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805962/audio_file/level02/02_c85f5f56-b.mp3,medium
A Kiss My Foot match is a type of singles match where the loser has to kiss the winner 's foot .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805963/audio_file/level02/02_022fb54e-2.mp3,medium
"During the epidemic , there were only a small number of men who remained healthy and bore the responsibility of caring for the sick .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805965/audio_file/level03/03_794f5a07-5.mp3,hard
All even perfect numbers have a very precise form ; odd perfect numbers either do not exist or are rare .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805967/audio_file/level02/02_496a1e98-0.mp3,medium
"Also , there are multiple ways that an emergency communication system might receive an original warning .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805969/audio_file/level02/02_2411fd7f-c.mp3,medium
The cathedral was built on the site of Mayan ruins Tiho .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805970/audio_file/level02/02_1904c4f2-5.mp3,medium
"In the 1970s , glass-ceramic cooktops started to appear .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805972/audio_file/level02/02_50d0ace8-f.mp3,medium
A cache is a block of memory for storing data which is likely used again .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805974/audio_file/level02/02_1ddc210e-3.mp3,medium
Tsetse have an unusual life cycle .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805975/audio_file/level02/02_c8f4052b-5.mp3,medium
"In most cases , control engineers utilize feedback when designing control systems .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805976/audio_file/level02/02_64623173-4.mp3,medium
"Historically , many rhizarians were considered animals , with their movement and heterotrophy as justification .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805978/audio_file/level03/03_0f510315-2.mp3,hard
Blood can leave only through a system of veins around the outside wall of the corpus cavernosum .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805980/audio_file/level03/03_8a651d0a-0.mp3,hard
"The drug is often involved in drug intoxication , including overdoses .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805982/audio_file/level02/02_04e47fea-5.mp3,medium
Psychiatric hospitals used to be called lunatic asylums .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805983/audio_file/level03/03_61901296-9.mp3,hard
"In addition , there was the matter of the Ruhr .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805984/audio_file/level02/02_1bf07d31-6.mp3,medium
"Polonium has 33 isotopes , and all of them are radioactive .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805986/audio_file/level03/03_cddc973c-6.mp3,hard
"The following table contains a list of point groups labeled using the Schoenflies notation , which is common in chemistry and molecular spectroscopy .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805988/audio_file/level03/03_bf626365-e.mp3,hard
The park was created on 12 June 1981 .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805990/audio_file/level01/01_5ba6b1bc-0.mp3,easy
Heavy rotation or power rotation is a term that applies to a list of songs that get the most airplay on a radio station .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805992/audio_file/level02/02_782f295d-7.mp3,medium
"As a seasonal folivore and frugivore , the proboscis monkey eats primarily fruit and leaves .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805994/audio_file/level03/03_c3bb3471-1.mp3,hard
"Although they are the most diverse of the caecilian families , the caeciliids do have a number of features in common that distinguish them from other caecilians .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805996/audio_file/level03/03_1862c602-a.mp3,hard
"Other forms of synesthesia have been reported , but little has been done to analyze them scientifically .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773805997/audio_file/level02/02_9cb3d2be-2.mp3,medium
He died in Paris .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773805998/audio_file/level01/01_9068a6d9-7.mp3,easy
"The legal status of prostitution varies from country to country , from being legal and considered a profession to being punishable by death .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806001/audio_file/level02/02_c893fd1c-c.mp3,medium
Those who advocate these measures are concerned with the later phases of product lifecycle and the comprehensive outcome of the whole production process .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806003/audio_file/level02/02_06a9b909-3.mp3,medium
The resort was dependent upon railroad and electric trolley service at first .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806004/audio_file/level02/02_50c56b43-e.mp3,medium
"Crombie died in New York City , New York from a cerebral hemorrhage , aged 48 .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806006/audio_file/level03/03_fa41e5b4-f.mp3,hard
The following is a list of some notable nonfiction works discussing anarcho-capitalism .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806008/audio_file/level02/02_e464d19c-d.mp3,medium
The shovelnose frogs are digging frogs .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806009/audio_file/level02/02_c4ce349d-3.mp3,medium
Many people with HIV do not know they have it .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806010/audio_file/level02/02_777f8677-f.mp3,medium
"So named for its resemblance to a ladder , the ladder frame is one of the simplest and oldest of all designs .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806013/audio_file/level02/02_b4ae0e51-5.mp3,medium
"After the rinse cycle , the machine begins the extraction process , which recovers dry-cleaning solvent for reuse .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806015/audio_file/level02/02_36899142-7.mp3,medium
Some computer languages and the IEEE 754 - 2008 standard dictate that in straightforward calculations the result should not be rounded twice .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806018/audio_file/level02/02_3046b3fd-f.mp3,medium
Different artificial sweeteners are used instead of sugar to give diet soda a sweet taste and some are often used combined with one another .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806019/audio_file/level02/02_91396a11-3.mp3,medium
"Historically , insects have been the most significant herbivores , and the evolution of land plants is closely associated with the evolution of insects .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806022/audio_file/level03/03_f539baa8-c.mp3,hard
"s of April 2019 , there are five living former presidents of Peru .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806023/audio_file/level02/02_c87ef6c0-0.mp3,medium
"Phytohormones are found not only in higher plants , but in algae too , with similar functions .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806025/audio_file/level03/03_37943ef0-d.mp3,hard
Bridges longer than 100m .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806026/audio_file/level01/01_9e35d30e-9.mp3,easy
The type of current used plays an important role in arc welding .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806027/audio_file/level02/02_655efac4-f.mp3,medium
There are typically fewer state senators than there are members of a state 's lower house .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806029/audio_file/level02/02_9ed3cfdf-9.mp3,medium
Each one of these classes can be developed into unique material properties because ceramics tend to be crystalline .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806031/audio_file/level02/02_8ace0517-a.mp3,medium
"Various political ideologies , such as Christian democracy , can be classified as centrist .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806032/audio_file/level02/02_5f80402e-0.mp3,medium
The artists who produced these unique paintings used techniques not often observed in other cave art .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806034/audio_file/level02/02_a1a6753a-a.mp3,medium
"Radymno is a small town , but it is highly developed in terms of sport .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806035/audio_file/level02/02_c6865390-c.mp3,medium
The shield is supported by two wood -cutters of different races .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806036/audio_file/level02/02_a1ebc133-7.mp3,medium
"In former times most of the people were farmers , however later in the 18th century the production of textiles became more and more important .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806039/audio_file/level02/02_f9933813-1.mp3,medium
Young open clusters may still be in the molecular cloud from which they formed .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806040/audio_file/level03/03_4869c2cf-b.mp3,hard
"She plays several instruments such as acoustic guitar , accordion , and keyboard .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806042/audio_file/level02/02_ab4a2bb4-4.mp3,medium
He died on 9 May 2019 at the age of 93 .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806043/audio_file/level01/01_58afd6ca-9.mp3,easy
"Lactose intolerance is not the same as milk allergy , which is an immune reaction to some of the proteins in milk .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806045/audio_file/level03/03_192756fc-d.mp3,hard
"In the 1930 season , the league changed the passing rules , effectively eliminating offsides .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806047/audio_file/level02/02_7dbf8b3f-4.mp3,medium
There is inherent risk of infection by salmonella bacteria occasionally found in raw egg from cracked or improperly washed eggshells .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806049/audio_file/level03/03_76d20430-f.mp3,hard
Common nightingales are so named because they frequently sing at night as well as during the day .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806050/audio_file/level02/02_f98be727-7.mp3,medium
"For different rings to exist , something must separate them .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806052/audio_file/level02/02_b829001d-6.mp3,medium
The company was also the first in the industry to make a gas-fired generator to electrify pipelines so they would n't corrode so much .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806054/audio_file/level03/03_b6247451-1.mp3,hard
"States are divided into counties or county - equivalents , which may be assigned some local governmental authority but are not sovereign .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806056/audio_file/level03/03_bd61b8fa-d.mp3,hard
"The song gained popularity in September 2016 , when the first remix was uploaded onto the YouTube channel SiIvaGunner .",https://res.cloudinary.com/dcz6avkds/video/upload/v1773806058/audio_file/level02/02_b21c8656-1.mp3,medium
Daqing exports over 10 million tons of crude oil each year .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806059/audio_file/level02/02_d6501f52-e.mp3,medium
Misiones department is relatively flat and crossed by a number of rivers and streams .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806061/audio_file/level02/02_6079f54e-6.mp3,medium
Tidal stream generators are the cheapest and the least ecologically damaging among the three main forms of tidal power generation .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806063/audio_file/level02/02_df97c626-a.mp3,medium
Production and consumption of energy resources is very important to the global economy .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806064/audio_file/level02/02_05d8bdca-6.mp3,medium
An unusual feature at a water park is ice skating .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806066/audio_file/level02/02_20067333-8.mp3,medium
The first two were rarely used except by clipper ships in light winds and were usually set flying .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806067/audio_file/level02/02_96f0172d-3.mp3,medium
Animal coloration has been a topic of interest and research in biology for centuries .,https://res.cloudinary.com/dcz6avkds/video/upload/v1773806068/audio_file/level02/02_b05ea93e-a.mp3,medium
