sentence,phonetic,audio_url,difficulty
"I can't stop anything.","/ˈaɪ ˈkænt ˈstɑp ˈɛniˌθɪŋ/","https://audio.tatoeba.org/sentences/eng/2303623.mp3","pending"
"I can't tell you that.","/ˈaɪ ˈkænt ˈtɛɫ ˈju ˈðæt/","https://audio.tatoeba.org/sentences/eng/1955037.mp3","pending"
"I chose the wrong one.","/ˈaɪ ˈtʃoʊz ˈðə ˈɹɔŋ ˈwən/","https://audio.tatoeba.org/sentences/eng/2307984.mp3","pending"
"I could use some help.","/ˈaɪ ˈkʊd ˈjus ˈsəm ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/2261137.mp3","pending"
"I did what I was told.","/ˈaɪ ˈdɪd ˈhwət ˈaɪ ˈwɑz ˈtoʊɫd/","https://audio.tatoeba.org/sentences/eng/1901799.mp3","pending"
"I didn't eat anything.","/ˈaɪ ˈdɪdən ˈit ˈɛniˌθɪŋ/","https://audio.tatoeba.org/sentences/eng/1830607.mp3","pending"
"I didn't see anything.","/ˈaɪ ˈdɪdən ˈsi ˈɛniˌθɪŋ/","https://audio.tatoeba.org/sentences/eng/1034660.mp3","pending"
"I didn't study at all.","/ˈaɪ ˈdɪdən ˈstədi ˈæt ˈɔɫ/","https://audio.tatoeba.org/sentences/eng/259133.mp3","pending"
"I don't even know why.","/ˈaɪ ˈdoʊn ˈivɪn ˈnoʊ ˈhwaɪ/","https://audio.tatoeba.org/sentences/eng/2275982.mp3","pending"
"I don't hate anything.","/ˈaɪ ˈdoʊn ˈheɪt ˈɛniˌθɪŋ/","https://audio.tatoeba.org/sentences/eng/2271854.mp3","pending"
"I don't have anything.","/ˈaɪ ˈdoʊn ˈhæv ˈɛniˌθɪŋ/","https://audio.tatoeba.org/sentences/eng/2271859.mp3","pending"
"I don't have time now.","/ˈaɪ ˈdoʊn ˈhæv ˈtaɪm ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/1012686.mp3","pending"
"I don't like studying.","/ˈaɪ ˈdoʊn ˈɫaɪk ˈstədiɪŋ/","https://audio.tatoeba.org/sentences/eng/261642.mp3","pending"
"I don't like this one.","/ˈaɪ ˈdoʊn ˈɫaɪk ˈðɪs ˈwən/","https://audio.tatoeba.org/sentences/eng/55765.mp3","pending"
"I don't need anything.","/ˈaɪ ˈdoʊn ˈnid ˈɛniˌθɪŋ/","https://audio.tatoeba.org/sentences/eng/2271887.mp3","pending"
"I don't want sympathy.","/ˈaɪ ˈdoʊn ˈwɑnt ˈsɪmpəθi/","https://audio.tatoeba.org/sentences/eng/2011647.mp3","pending"
"I don't want to drive.","/ˈaɪ ˈdoʊn ˈwɑnt ˈtu ˈdɹaɪv/","https://audio.tatoeba.org/sentences/eng/2323293.mp3","pending"
"I feel it in my bones.","/ˈaɪ ˈfiɫ ˈɪt ˈɪn ˈmaɪ ˈboʊnz/","https://audio.tatoeba.org/sentences/eng/3726985.mp3","pending"
"I finally feel rested.","/ˈaɪ ˈfaɪnəɫi ˈfiɫ ˈɹɛstəd/","https://audio.tatoeba.org/sentences/eng/3732501.mp3","pending"
"I forgot my briefcase.","/ˈaɪ fɝˈɡɑt ˈmaɪ ˈbɹifˌkeɪs/","https://audio.tatoeba.org/sentences/eng/2326557.mp3","pending"
"I get angry sometimes.","/ˈaɪ ˈɡɛt ˈæŋɡɹi ˈsəmˌtaɪmz/","https://audio.tatoeba.org/sentences/eng/4498876.mp3","pending"
"I go to church by car.","/ˈaɪ ˈɡoʊ ˈtu ˈtʃɝtʃ ˈbaɪ ˈkɑɹ/","https://audio.tatoeba.org/sentences/eng/258388.mp3","pending"
"I got out of the taxi.","/ˈaɪ ˈɡɑt ˈaʊt ˈəv ˈðə ˈtæksi/","https://audio.tatoeba.org/sentences/eng/254926.mp3","pending"
"I had a talk with Tom.","/ˈaɪ ˈhæd ˈeɪ ˈtɔk ˈwɪð ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3725095.mp3","pending"
"I had no other choice.","/ˈaɪ ˈhæd ˈnoʊ ˈəðɝ ˈtʃɔɪs/","https://audio.tatoeba.org/sentences/eng/274617.mp3","pending"
"I have a little fever.","/ˈaɪ ˈhæv ˈeɪ ˈɫɪtəɫ ˈfivɝ/","https://audio.tatoeba.org/sentences/eng/1744333.mp3","pending"
"I have a slight fever.","/ˈaɪ ˈhæv ˈeɪ ˈsɫaɪt ˈfivɝ/","https://audio.tatoeba.org/sentences/eng/39956.mp3","pending"
"I have another sister.","/ˈaɪ ˈhæv əˈnəðɝ ˈsɪstɝ/","https://audio.tatoeba.org/sentences/eng/249858.mp3","pending"
"I have my own reasons.","/ˈaɪ ˈhæv ˈmaɪ ˈoʊn ˈɹizənz/","https://audio.tatoeba.org/sentences/eng/1453487.mp3","pending"
"I have three children.","/ˈaɪ ˈhæv ˈθɹi ˈtʃɪɫdɹən/","https://audio.tatoeba.org/sentences/eng/2360409.mp3","pending"
"I have to go to sleep.","/ˈaɪ ˈhæv ˈtu ˈɡoʊ ˈtu ˈsɫip/","https://audio.tatoeba.org/sentences/eng/1277.mp3","pending"
"I haven't found a job.","/ˈaɪ ˈhævən ˈfaʊnd ˈeɪ ˈdʒɑb/","https://audio.tatoeba.org/sentences/eng/3823298.mp3","pending"
"I heard the door open.","/ˈaɪ ˈhɝd ˈðə ˈdɔɹ ˈoʊpən/","https://audio.tatoeba.org/sentences/eng/239918.mp3","pending"
"I hid under the table.","/ˈaɪ ˈhɪd ˈəndɝ ˈðə ˈteɪbəɫ/","https://audio.tatoeba.org/sentences/eng/255055.mp3","pending"
"I hope I see it again.","/ˈaɪ ˈhoʊp ˈaɪ ˈsi ˈɪt əˈɡeɪn/","https://audio.tatoeba.org/sentences/eng/1580335.mp3","pending"
"I hope you'll like it.","/ˈaɪ ˈhoʊp ˈjuɫ ˈɫaɪk ˈɪt/","https://audio.tatoeba.org/sentences/eng/20388.mp3","pending"
"I knew you'd be angry.","/ˈaɪ ˈnju ˈjud ˈbi ˈæŋɡɹi/","https://audio.tatoeba.org/sentences/eng/2375784.mp3","pending"
"I know everybody here.","/ˈaɪ ˈnoʊ ˈɛvɹiˌbɑdi ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/2094779.mp3","pending"
"I know the reason why.","/ˈaɪ ˈnoʊ ˈðə ˈɹizən ˈhwaɪ/","https://audio.tatoeba.org/sentences/eng/2457308.mp3","pending"
"I know what to expect.","/ˈaɪ ˈnoʊ ˈhwət ˈtu ɪkˈspɛkt/","https://audio.tatoeba.org/sentences/eng/2376336.mp3","pending"
"I know you'll love it.","/ˈaɪ ˈnoʊ ˈjuɫ ˈɫəv ˈɪt/","https://audio.tatoeba.org/sentences/eng/3736538.mp3","pending"
"I leave in three days.","/ˈaɪ ˈɫiv ˈɪn ˈθɹi ˈdeɪz/","https://audio.tatoeba.org/sentences/eng/2377281.mp3","pending"
"I like their pictures.","/ˈaɪ ˈɫaɪk ˈðɛɹ ˈpɪktʃɝz/","https://audio.tatoeba.org/sentences/eng/260852.mp3","pending"
"I like you a lot, Tom.","/ˈaɪ ˈɫaɪk ˈju ˈeɪ ˈɫɑt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2377625.mp3","pending"
"I made you a sandwich.","/ˈaɪ ˈmeɪd ˈju ˈeɪ ˈsæmwɪtʃ/","https://audio.tatoeba.org/sentences/eng/3821019.mp3","pending"
"I miss Mary's cooking.","/ˈaɪ ˈmɪs ˈmɛɹiz ˈkʊkɪŋ/","https://audio.tatoeba.org/sentences/eng/2387236.mp3","pending"
"I must speak with you.","/ˈaɪ ˈməst ˈspik ˈwɪð ˈju/","https://audio.tatoeba.org/sentences/eng/2387305.mp3","pending"
"I need to feed my dog.","/ˈaɪ ˈnid ˈtu ˈfid ˈmaɪ ˈdɔɡ/","https://audio.tatoeba.org/sentences/eng/2387593.mp3","pending"
"I need to talk to Tom.","/ˈaɪ ˈnid ˈtu ˈtɔk ˈtu ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2387756.mp3","pending"
"I never liked biology.","/ˈaɪ ˈnɛvɝ ˈɫaɪkt baɪˈɑɫədʒi/","https://audio.tatoeba.org/sentences/eng/1317.mp3","pending"
"I never went to sleep.","/ˈaɪ ˈnɛvɝ ˈwɛnt ˈtu ˈsɫip/","https://audio.tatoeba.org/sentences/eng/1887605.mp3","pending"
"I play computer games.","/ˈaɪ ˈpɫeɪ kəmˈpjutɝ ˈɡeɪmz/","https://audio.tatoeba.org/sentences/eng/567359.mp3","pending"
"I put it on your desk.","/ˈaɪ ˈpʊt ˈɪt ˈɑn ˈjɔɹ ˈdɛsk/","https://audio.tatoeba.org/sentences/eng/2389905.mp3","pending"
"I really should leave.","/ˈaɪ ˈɹiɫi ˈʃʊd ˈɫiv/","https://audio.tatoeba.org/sentences/eng/3635953.mp3","pending"
"I require your advice.","/ˈaɪ ˌɹiˈkwaɪɝ ˈjɔɹ ædˈvaɪs/","https://audio.tatoeba.org/sentences/eng/2404151.mp3","pending"
"I saw the car explode.","/ˈaɪ ˈsɔ ˈðə ˈkɑɹ ɪksˈpɫoʊd/","https://audio.tatoeba.org/sentences/eng/2406097.mp3","pending"
"I should've said that.","/ˈaɪ ˈʃʊdəv ˈsɛd ˈðæt/","https://audio.tatoeba.org/sentences/eng/2406443.mp3","pending"
"I still don't like it.","/ˈaɪ ˈstɪɫ ˈdoʊn ˈɫaɪk ˈɪt/","https://audio.tatoeba.org/sentences/eng/1887689.mp3","pending"
"I suggest you ask Tom.","/ˈaɪ səˈdʒɛst ˈju ˈæsk ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3144566.mp3","pending"
"I think it's too late.","/ˈaɪ ˈθɪŋk ˈɪts ˈtu ˈɫeɪt/","https://audio.tatoeba.org/sentences/eng/3390685.mp3","pending"
"I think Tom is clever.","/ˈaɪ ˈθɪŋk ˈtɑm ˈɪz ˈkɫɛvɝ/","https://audio.tatoeba.org/sentences/eng/3171947.mp3","pending"
"I think Tom is polite.","/ˈaɪ ˈθɪŋk ˈtɑm ˈɪz pəˈɫaɪt/","https://audio.tatoeba.org/sentences/eng/3183907.mp3","pending"
"I think you need help.","/ˈaɪ ˈθɪŋk ˈju ˈnid ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/2408626.mp3","pending"
"I thought he was sick.","/ˈaɪ ˈθɔt ˈhi ˈwɑz ˈsɪk/","https://audio.tatoeba.org/sentences/eng/260139.mp3","pending"
"I told Tom to do that.","/ˈaɪ ˈtoʊɫd ˈtɑm ˈtu ˈdu ˈðæt/","https://audio.tatoeba.org/sentences/eng/2547392.mp3","pending"
"I used to be like Tom.","/ˈaɪ ˈjuzd ˈtu ˈbi ˈɫaɪk ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3330061.mp3","pending"
"I want more than that.","/ˈaɪ ˈwɑnt ˈmɔɹ ˈðæn ˈðæt/","https://audio.tatoeba.org/sentences/eng/3374682.mp3","pending"
"I want to eat a mango.","/ˈaɪ ˈwɑnt ˈtu ˈit ˈeɪ ˈmæŋɡoʊ/","https://audio.tatoeba.org/sentences/eng/1037573.mp3","pending"
"I want to lose weight.","/ˈaɪ ˈwɑnt ˈtu ˈɫuz ˈweɪt/","https://audio.tatoeba.org/sentences/eng/259295.mp3","pending"
"I want to talk to Tom.","/ˈaɪ ˈwɑnt ˈtu ˈtɔk ˈtu ˈtɑm/","https://audio.tatoeba.org/sentences/eng/1887896.mp3","pending"
"I want you to do this.","/ˈaɪ ˈwɑnt ˈju ˈtu ˈdu ˈðɪs/","https://audio.tatoeba.org/sentences/eng/2011686.mp3","pending"
"I wanted to apologize.","/ˈaɪ ˈwɔntɪd ˈtu əˈpɑɫəˌdʒaɪz/","https://audio.tatoeba.org/sentences/eng/4530099.mp3","pending"
"I was happy yesterday.","/ˈaɪ ˈwɑz ˈhæpi ˈjɛstɝˌdeɪ/","https://audio.tatoeba.org/sentences/eng/257773.mp3","pending"
"I was truly impressed.","/ˈaɪ ˈwɑz ˈtɹuɫi ˌɪmˈpɹɛst/","https://audio.tatoeba.org/sentences/eng/4499854.mp3","pending"
"I went home and cried.","/ˈaɪ ˈwɛnt ˈhoʊm ˈænd ˈkɹaɪd/","https://audio.tatoeba.org/sentences/eng/2282102.mp3","pending"
"I went to the station.","/ˈaɪ ˈwɛnt ˈtu ˈðə ˈsteɪʃən/","https://audio.tatoeba.org/sentences/eng/256270.mp3","pending"
"I will return at 6:30.","/ˈaɪ ˈwɪɫ ɹiˈtɝn ˈæt 630/","https://audio.tatoeba.org/sentences/eng/892682.mp3","pending"
"I won't try to escape.","/ˈaɪ ˈwoʊnt ˈtɹaɪ ˈtu ɪˈskeɪp/","https://audio.tatoeba.org/sentences/eng/2276485.mp3","pending"
"I work at the airport.","/ˈaɪ ˈwɝk ˈæt ˈðə ˈɛɹˌpɔɹt/","https://audio.tatoeba.org/sentences/eng/2547330.mp3","pending"
"I would rather not go.","/ˈaɪ ˈwʊd ˈɹæðɝ ˈnɑt ˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/38011.mp3","pending"
"I'd like to buy a map.","/ˈaɪd ˈɫaɪk ˈtu ˈbaɪ ˈeɪ ˈmæp/","https://audio.tatoeba.org/sentences/eng/455823.mp3","pending"
"I'll be busy all week.","/ˈaɪɫ ˈbi ˈbɪzi ˈɔɫ ˈwik/","https://audio.tatoeba.org/sentences/eng/4134945.mp3","pending"
"I'll be just a second.","/ˈaɪɫ ˈbi ˈdʒəst ˈeɪ ˈsɛkənd/","https://audio.tatoeba.org/sentences/eng/3409358.mp3","pending"
"I'll explain it again.","/ˈaɪɫ ɪksˈpɫeɪn ˈɪt əˈɡeɪn/","https://audio.tatoeba.org/sentences/eng/2547285.mp3","pending"
"I'll give that to Tom.","/ˈaɪɫ ˈɡɪv ˈðæt ˈtu ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2611576.mp3","pending"
"I'll miss you so much.","/ˈaɪɫ ˈmɪs ˈju ˈsoʊ ˈmətʃ/","https://audio.tatoeba.org/sentences/eng/63377.mp3","pending"
"I'll show you my room.","/ˈaɪɫ ˈʃoʊ ˈju ˈmaɪ ˈɹum/","https://audio.tatoeba.org/sentences/eng/251793.mp3","pending"
"I'll sign it tomorrow.","/ˈaɪɫ ˈsaɪn ˈɪt təˈmɑˌɹoʊ/","https://audio.tatoeba.org/sentences/eng/3329984.mp3","pending"
"I'm a little bit busy.","/ˈaɪm ˈeɪ ˈɫɪtəɫ ˈbɪt ˈbɪzi/","https://audio.tatoeba.org/sentences/eng/2646584.mp3","pending"
"I'm aware of all that.","/ˈaɪm əˈwɛɹ ˈəv ˈɔɫ ˈðæt/","https://audio.tatoeba.org/sentences/eng/2547230.mp3","pending"
"I'm busy all the time.","/ˈaɪm ˈbɪzi ˈɔɫ ˈðə ˈtaɪm/","https://audio.tatoeba.org/sentences/eng/253162.mp3","pending"
"I'm glad Tom liked it.","/ˈaɪm ˈɡɫæd ˈtɑm ˈɫaɪkt ˈɪt/","https://audio.tatoeba.org/sentences/eng/3123332.mp3","pending"
"I'm going to be on TV.","/ˈaɪm ˈɡoʊɪn ˈtu ˈbi ˈɑn ˈtiˈvi/","https://audio.tatoeba.org/sentences/eng/2547208.mp3","pending"
"I'm going to the park.","/ˈaɪm ˈɡoʊɪn ˈtu ˈðə ˈpɑɹk/","https://audio.tatoeba.org/sentences/eng/931361.mp3","pending"
"I'm just doing my job.","/ˈaɪm ˈdʒəst ˈduɪŋ ˈmaɪ ˈdʒɑb/","https://audio.tatoeba.org/sentences/eng/1039156.mp3","pending"
"I'm not a big spender.","/ˈaɪm ˈnɑt ˈeɪ ˈbɪɡ ˈspɛndɝ/","https://audio.tatoeba.org/sentences/eng/3342891.mp3","pending"
"I'm not afraid to die.","/ˈaɪm ˈnɑt əˈfɹeɪd ˈtu ˈdaɪ/","https://audio.tatoeba.org/sentences/eng/2547172.mp3","pending"
"I'm not going to lose.","/ˈaɪm ˈnɑt ˈɡoʊɪn ˈtu ˈɫuz/","https://audio.tatoeba.org/sentences/eng/2547163.mp3","pending"
"I'm not young anymore.","/ˈaɪm ˈnɑt ˈjəŋ ˌɛniˈmɔɹ/","https://audio.tatoeba.org/sentences/eng/2547146.mp3","pending"
"I'm on my lunch break.","/ˈaɪm ˈɑn ˈmaɪ ˈɫəntʃ ˈbɹeɪk/","https://audio.tatoeba.org/sentences/eng/2179171.mp3","pending"
"I'm still in training.","/ˈaɪm ˈstɪɫ ˈɪn ˈtɹeɪnɪŋ/","https://audio.tatoeba.org/sentences/eng/2547118.mp3","pending"
"I'm talking about you.","/ˈaɪm ˈtɔkɪŋ əˈbaʊt ˈju/","https://audio.tatoeba.org/sentences/eng/2670282.mp3","pending"
"I'm used to it by now.","/ˈaɪm ˈjuzd ˈtu ˈɪt ˈbaɪ ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/2547089.mp3","pending"
"I'm writing about you.","/ˈaɪm ˈɹaɪtɪŋ əˈbaʊt ˈju/","https://audio.tatoeba.org/sentences/eng/2547084.mp3","pending"
"I've been here before.","/ˈaɪv ˈbɪn ˈhiɹ ˌbiˈfɔɹ/","https://audio.tatoeba.org/sentences/eng/440092.mp3","pending"
"I've got a better one.","/ˈaɪv ˈɡɑt ˈeɪ ˈbɛtɝ ˈwən/","https://audio.tatoeba.org/sentences/eng/2891405.mp3","pending"
"I've got a lot to say.","/ˈaɪv ˈɡɑt ˈeɪ ˈɫɑt ˈtu ˈseɪ/","https://audio.tatoeba.org/sentences/eng/3374703.mp3","pending"
"I've made a discovery.","/ˈaɪv ˈmeɪd ˈeɪ ˌdɪsˈkəvɹi/","https://audio.tatoeba.org/sentences/eng/929409.mp3","pending"
"I've seen that before.","/ˈaɪv ˈsin ˈðæt ˌbiˈfɔɹ/","https://audio.tatoeba.org/sentences/eng/2360247.mp3","pending"
"Is it all right to go?","/ˈɪz ˈɪt ˈɔɫ ˈɹaɪt ˈtu ˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/3428598.mp3","pending"
"Is it really worth it?","/ˈɪz ˈɪt ˈɹiɫi ˈwɝθ ˈɪt/","https://audio.tatoeba.org/sentences/eng/794169.mp3","pending"
"Is that what you want?","/ˈɪz ˈðæt ˈhwət ˈju ˈwɑnt/","https://audio.tatoeba.org/sentences/eng/1673143.mp3","pending"
"Is the island sinking?","/ˈɪz ˈðə ˈaɪɫənd ˈsɪŋkɪŋ/","https://audio.tatoeba.org/sentences/eng/3820803.mp3","pending"
"Is this your daughter?","/ˈɪz ˈðɪs ˈjɔɹ ˈdɔtɝ/","https://audio.tatoeba.org/sentences/eng/3825478.mp3","pending"
"Is Tom still swimming?","/ˈɪz ˈtɑm ˈstɪɫ ˈswɪmɪŋ/","https://audio.tatoeba.org/sentences/eng/2953030.mp3","pending"
"Isn't that right, Tom?","/ˈɪzən ˈðæt ˈɹaɪt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2646571.mp3","pending"
"It could still happen.","/ˈɪt ˈkʊd ˈstɪɫ ˈhæpən/","https://audio.tatoeba.org/sentences/eng/3129300.mp3","pending"
"It might be expensive.","/ˈɪt ˈmaɪt ˈbi ɪkˈspɛnsɪv/","https://audio.tatoeba.org/sentences/eng/2518399.mp3","pending"
"It tastes really good.","/ˈɪt ˈteɪsts ˈɹiɫi ˈɡʊd/","https://audio.tatoeba.org/sentences/eng/402339.mp3","pending"
"It was hot last night.","/ˈɪt ˈwɑz ˈhɑt ˈɫæs ˈnaɪt/","https://audio.tatoeba.org/sentences/eng/244845.mp3","pending"
"It was three days ago.","/ˈɪt ˈwɑz ˈθɹi ˈdeɪz əˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/42824.mp3","pending"
"It was very difficult.","/ˈɪt ˈwɑz ˈvɛɹi ˈdɪfəkəɫt/","https://audio.tatoeba.org/sentences/eng/37769.mp3","pending"
"It's a common mistake.","/ˈɪts ˈeɪ ˈkɑmən mɪˈsteɪk/","https://audio.tatoeba.org/sentences/eng/20876.mp3","pending"
"It's a quarter to two.","/ˈɪts ˈeɪ ˈkwɔɹtɝ ˈtu ˈtu/","https://audio.tatoeba.org/sentences/eng/2136090.mp3","pending"
"It's been a hard year.","/ˈɪts ˈbɪn ˈeɪ ˈhɑɹd ˈjɪɹ/","https://audio.tatoeba.org/sentences/eng/1894598.mp3","pending"
"It's my favorite food.","/ˈɪts ˈmaɪ ˈfeɪvɝɪt ˈfud/","https://audio.tatoeba.org/sentences/eng/42850.mp3","pending"
"It's probably a virus.","/ˈɪts ˈpɹɑbəˌbɫi ˈeɪ ˈvaɪɹəs/","https://audio.tatoeba.org/sentences/eng/3178626.mp3","pending"
"It's tough to explain.","/ˈɪts ˈtəf ˈtu ɪksˈpɫeɪn/","https://audio.tatoeba.org/sentences/eng/3734910.mp3","pending"
"Just do what you want.","/ˈdʒəst ˈdu ˈhwət ˈju ˈwɑnt/","https://audio.tatoeba.org/sentences/eng/3818739.mp3","pending"
"Just stay out of this.","/ˈdʒəst ˈsteɪ ˈaʊt ˈəv ˈðɪs/","https://audio.tatoeba.org/sentences/eng/3184947.mp3","pending"
"Keep in touch with me.","/ˈkip ˈɪn ˈtətʃ ˈwɪð ˈmi/","https://audio.tatoeba.org/sentences/eng/38259.mp3","pending"
"Leave my camera alone.","/ˈɫiv ˈmaɪ ˈkæmɝə əˈɫoʊn/","https://audio.tatoeba.org/sentences/eng/33563.mp3","pending"
"Let me fix the switch.","/ˈɫɛt ˈmi ˈfɪks ˈðə ˈswɪtʃ/","https://audio.tatoeba.org/sentences/eng/249689.mp3","pending"
"Let sleeping dogs lie.","/ˈɫɛt ˈsɫipɪŋ ˈdɑɡz ˈɫaɪ/","https://audio.tatoeba.org/sentences/eng/30212.mp3","pending"
"Let's get ready to go.","/ˈɫɛts ˈɡɛt ˈɹɛdi ˈtu ˈɡoʊ/","https://audio.tatoeba.org/sentences/eng/1894544.mp3","pending"
"Let's leave her alone.","/ˈɫɛts ˈɫiv ˈhɝ əˈɫoʊn/","https://audio.tatoeba.org/sentences/eng/317568.mp3","pending"
"Let's move it, people.","/ˈɫɛts ˈmuv ˈɪt ˈpipəɫ/","https://audio.tatoeba.org/sentences/eng/3392627.mp3","pending"
"Let's start with beer.","/ˈɫɛts ˈstɑɹt ˈwɪð ˈbɪɹ/","https://audio.tatoeba.org/sentences/eng/1090076.mp3","pending"
"Let's take the subway.","/ˈɫɛts ˈteɪk ˈðə ˈsəbˌweɪ/","https://audio.tatoeba.org/sentences/eng/277075.mp3","pending"
"Look at that mountain.","/ˈɫʊk ˈæt ˈðæt ˈmaʊntən/","https://audio.tatoeba.org/sentences/eng/68358.mp3","pending"
"Make yourself at home.","/ˈmeɪk ˈjɔɹsɛɫf ˈæt ˈhoʊm/","https://audio.tatoeba.org/sentences/eng/2378.mp3","pending"
"May I borrow your pen?","/ˈmeɪ ˈaɪ ˈbɑˌɹoʊ ˈjɔɹ ˈpɛn/","https://audio.tatoeba.org/sentences/eng/33778.mp3","pending"
"May I turn off the TV?","/ˈmeɪ ˈaɪ ˈtɝn ˈɔf ˈðə ˈtiˈvi/","https://audio.tatoeba.org/sentences/eng/1740487.mp3","pending"
"Move your car, please.","/ˈmuv ˈjɔɹ ˈkɑɹ ˈpɫiz/","https://audio.tatoeba.org/sentences/eng/265620.mp3","pending"
"My father is a doctor.","/ˈmaɪ ˈfɑðɝ ˈɪz ˈeɪ ˈdɑktɝ/","https://audio.tatoeba.org/sentences/eng/251657.mp3","pending"
"My father loves pizza.","/ˈmaɪ ˈfɑðɝ ˈɫəvz ˈpitsə/","https://audio.tatoeba.org/sentences/eng/469183.mp3","pending"
"My name's on the door.","/ˈmaɪ ˈneɪmz ˈɑn ˈðə ˈdɔɹ/","https://audio.tatoeba.org/sentences/eng/2646551.mp3","pending"
"My phone is vibrating.","/ˈmaɪ ˈfoʊn ˈɪz ˈvaɪbɹeɪtɪŋ/","https://audio.tatoeba.org/sentences/eng/1690156.mp3","pending"
"My suitcase is broken.","/ˈmaɪ ˈsutˌkeɪs ˈɪz ˈbɹoʊkən/","https://audio.tatoeba.org/sentences/eng/250589.mp3","pending"
"No one knew who I was.","/ˈnoʊ ˈwən ˈnju ˈhu ˈaɪ ˈwɑz/","https://audio.tatoeba.org/sentences/eng/2091155.mp3","pending"
"No one's denying that.","/ˈnoʊ ˈwənz dɪˈnaɪɪŋ ˈðæt/","https://audio.tatoeba.org/sentences/eng/3374684.mp3","pending"
"Nobody listened to me.","/ˈnoʊˌbɑˌdi ˈɫɪsənd ˈtu ˈmi/","https://audio.tatoeba.org/sentences/eng/276627.mp3","pending"
"None of us is perfect.","/ˈnən ˈəv ˈəs ˈɪz ˈpɝˌfɪkt/","https://audio.tatoeba.org/sentences/eng/28773.mp3","pending"
"Our team won the game.","/ˈaʊɝ ˈtim ˈwɑn ˈðə ˈɡeɪm/","https://audio.tatoeba.org/sentences/eng/23458.mp3","pending"
"Please close the door.","/ˈpɫiz ˈkɫoʊs ˈðə ˈdɔɹ/","https://audio.tatoeba.org/sentences/eng/495838.mp3","pending"
"Please come right now.","/ˈpɫiz ˈkəm ˈɹaɪt ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/2782452.mp3","pending"
"Please go to the bank.","/ˈpɫiz ˈɡoʊ ˈtu ˈðə ˈbæŋk/","https://audio.tatoeba.org/sentences/eng/18441.mp3","pending"
"Please take this away.","/ˈpɫiz ˈteɪk ˈðɪs əˈweɪ/","https://audio.tatoeba.org/sentences/eng/2452023.mp3","pending"
"Please turn on the TV.","/ˈpɫiz ˈtɝn ˈɑn ˈðə ˈtiˈvi/","https://audio.tatoeba.org/sentences/eng/39143.mp3","pending"
"Put your weapons down.","/ˈpʊt ˈjɔɹ ˈwɛpənz ˈdaʊn/","https://audio.tatoeba.org/sentences/eng/3155584.mp3","pending"
"See you at the office.","/ˈsi ˈju ˈæt ˈðə ˈɔfɪs/","https://audio.tatoeba.org/sentences/eng/2646543.mp3","pending"
"She asked for my help.","/ˈʃi ˈæskt ˈfɔɹ ˈmaɪ ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/798665.mp3","pending"
"She handed him a book.","/ˈʃi ˈhændəd ˈhɪm ˈeɪ ˈbʊk/","https://audio.tatoeba.org/sentences/eng/887172.mp3","pending"
"She held out her hand.","/ˈʃi ˈhɛɫd ˈaʊt ˈhɝ ˈhænd/","https://audio.tatoeba.org/sentences/eng/314874.mp3","pending"
"She is about to leave.","/ˈʃi ˈɪz əˈbaʊt ˈtu ˈɫiv/","https://audio.tatoeba.org/sentences/eng/314958.mp3","pending"
"She lived a long life.","/ˈʃi ˈɫaɪvd ˈeɪ ˈɫɔŋ ˈɫaɪf/","https://audio.tatoeba.org/sentences/eng/315868.mp3","pending"
"She told him to study.","/ˈʃi ˈtoʊɫd ˈhɪm ˈtu ˈstədi/","https://audio.tatoeba.org/sentences/eng/887460.mp3","pending"
"She's in the restroom.","/ˈʃiz ˈɪn ˈðə ˈɹɛsˌtɹum/","https://audio.tatoeba.org/sentences/eng/523175.mp3","pending"
"She's sure to succeed.","/ˈʃiz ˈʃʊɹ ˈtu səkˈsid/","https://audio.tatoeba.org/sentences/eng/1327568.mp3","pending"
"Sit back and enjoy it.","/ˈsɪt ˈbæk ˈænd ˌɛnˈdʒɔɪ ˈɪt/","https://audio.tatoeba.org/sentences/eng/3222964.mp3","pending"
"So you give up, right?","/ˈsoʊ ˈju ˈɡɪv ˈəp ˈɹaɪt/","https://audio.tatoeba.org/sentences/eng/53214.mp3","pending"
"Someone's at the door.","/ˈsəmˌwənz ˈæt ˈðə ˈdɔɹ/","https://audio.tatoeba.org/sentences/eng/2547070.mp3","pending"
