sentence,phonetic,audio_url,difficulty
"Tom will never listen to Mary.","/ˈtɑm ˈwɪɫ ˈnɛvɝ ˈɫɪsən ˈtu ˈmɛɹi/","https://audio.tatoeba.org/sentences/eng/4132356.mp3","pending"
"Tom won't leave Mary with you.","/ˈtɑm ˈwoʊnt ˈɫiv ˈmɛɹi ˈwɪð ˈju/","https://audio.tatoeba.org/sentences/eng/2542165.mp3","pending"
"Tom's dog was barking at Mary.","/ˈtɑmz ˈdɔɡ ˈwɑz ˈbɑɹkɪŋ ˈæt ˈmɛɹi/","https://audio.tatoeba.org/sentences/eng/1543590.mp3","pending"
"We agreed we'd give it a shot.","/ˈwi əˈɡɹid ˈwid ˈɡɪv ˈɪt ˈeɪ ˈʃɑt/","https://audio.tatoeba.org/sentences/eng/3152250.mp3","pending"
"We bought the car for $12,000.","/ˈwi ˈbɑt ˈðə ˈkɑɹ ˈfɔɹ $12000/","https://audio.tatoeba.org/sentences/eng/262774.mp3","pending"
"We didn't do anything illegal.","/ˈwi ˈdɪdən ˈdu ˈɛniˌθɪŋ ˌɪˈɫiɡəɫ/","https://audio.tatoeba.org/sentences/eng/2281744.mp3","pending"
"We go fishing once in a while.","/ˈwi ˈɡoʊ ˈfɪʃɪŋ ˈwəns ˈɪn ˈeɪ ˈhwaɪɫ/","https://audio.tatoeba.org/sentences/eng/248800.mp3","pending"
"We have to protect each other.","/ˈwi ˈhæv ˈtu pɹəˈtɛkt ˈitʃ ˈəðɝ/","https://audio.tatoeba.org/sentences/eng/2892422.mp3","pending"
"We should have gotten married.","/ˈwi ˈʃʊd ˈhæv ˈɡɑtən ˈmɛɹid/","https://audio.tatoeba.org/sentences/eng/1140047.mp3","pending"
"We sometimes swim in the lake.","/ˈwi ˈsəmˌtaɪmz ˈswɪm ˈɪn ˈðə ˈɫeɪk/","https://audio.tatoeba.org/sentences/eng/248224.mp3","pending"
"We'll see what Tom has to say.","/ˈwiɫ ˈsi ˈhwət ˈtɑm ˈhæz ˈtu ˈseɪ/","https://audio.tatoeba.org/sentences/eng/3312065.mp3","pending"
"We're not certain of that yet.","/ˈwɝ ˈnɑt ˈsɝtən ˈəv ˈðæt ˈjɛt/","https://audio.tatoeba.org/sentences/eng/2713067.mp3","pending"
"What are you suggesting we do?","/ˈhwət ˈɑɹ ˈju səˈdʒɛstɪŋ ˈwi ˈdu/","https://audio.tatoeba.org/sentences/eng/3127946.mp3","pending"
"What did they give you to eat?","/ˈhwət ˈdɪd ˈðeɪ ˈɡɪv ˈju ˈtu ˈit/","https://audio.tatoeba.org/sentences/eng/3154669.mp3","pending"
"What do you eat for breakfast?","/ˈhwət ˈdu ˈju ˈit ˈfɔɹ ˈbɹɛkfəst/","https://audio.tatoeba.org/sentences/eng/411296.mp3","pending"
"What do you think Tom will do?","/ˈhwət ˈdu ˈju ˈθɪŋk ˈtɑm ˈwɪɫ ˈdu/","https://audio.tatoeba.org/sentences/eng/2892585.mp3","pending"
"What is done cannot be undone.","/ˈhwət ˈɪz ˈdən ˈkænɑt ˈbi ənˈdən/","https://audio.tatoeba.org/sentences/eng/20094.mp3","pending"
"What subject do you like best?","/ˈhwət ˈsəbdʒɪkt ˈdu ˈju ˈɫaɪk ˈbɛst/","https://audio.tatoeba.org/sentences/eng/69827.mp3","pending"
"What time does the play begin?","/ˈhwət ˈtaɪm ˈdəz ˈðə ˈpɫeɪ bɪˈɡɪn/","https://audio.tatoeba.org/sentences/eng/22058.mp3","pending"
"What would you like to do now?","/ˈhwət ˈwʊd ˈju ˈɫaɪk ˈtu ˈdu ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/1230231.mp3","pending"
"What's your favorite sandwich?","/ˈhwəts ˈjɔɹ ˈfeɪvɝɪt ˈsæmwɪtʃ/","https://audio.tatoeba.org/sentences/eng/906866.mp3","pending"
"When is it convenient for you?","/ˈhwɛn ˈɪz ˈɪt kənˈvinjənt ˈfɔɹ ˈju/","https://audio.tatoeba.org/sentences/eng/24603.mp3","pending"
"Where should we meet tomorrow?","/ˈhwɛɹ ˈʃʊd ˈwi ˈmit təˈmɑˌɹoʊ/","https://audio.tatoeba.org/sentences/eng/4197994.mp3","pending"
"Who did you learn French from?","/ˈhu ˈdɪd ˈju ˈɫɝn ˈfɹɛntʃ ˈfɹəm/","https://audio.tatoeba.org/sentences/eng/2597686.mp3","pending"
"Who was the letter written to?","/ˈhu ˈwɑz ˈðə ˈɫɛtɝ ˈɹɪtən ˈtu/","https://audio.tatoeba.org/sentences/eng/46764.mp3","pending"
"Why did you come home so late?","/ˈhwaɪ ˈdɪd ˈju ˈkəm ˈhoʊm ˈsoʊ ˈɫeɪt/","https://audio.tatoeba.org/sentences/eng/38694.mp3","pending"
"Why do you need my permission?","/ˈhwaɪ ˈdu ˈju ˈnid ˈmaɪ pɝˈmɪʃən/","https://audio.tatoeba.org/sentences/eng/1886493.mp3","pending"
"Why don't you ask Tom to help?","/ˈhwaɪ ˈdoʊn ˈju ˈæsk ˈtɑm ˈtu ˈhɛɫp/","https://audio.tatoeba.org/sentences/eng/4665134.mp3","pending"
"Why were you absent yesterday?","/ˈhwaɪ ˈwɝ ˈju ˈæbsənt ˈjɛstɝˌdeɪ/","https://audio.tatoeba.org/sentences/eng/16117.mp3","pending"
"Why would anyone not like Tom?","/ˈhwaɪ ˈwʊd ˈɛniˌwən ˈnɑt ˈɫaɪk ˈtɑm/","https://audio.tatoeba.org/sentences/eng/3405318.mp3","pending"
"Would you like milk and sugar?","/ˈwʊd ˈju ˈɫaɪk ˈmɪɫk ˈænd ˈʃʊɡɝ/","https://audio.tatoeba.org/sentences/eng/4717981.mp3","pending"
"Would you like to eat with us?","/ˈwʊd ˈju ˈɫaɪk ˈtu ˈit ˈwɪð ˈəs/","https://audio.tatoeba.org/sentences/eng/262528.mp3","pending"
"Would you please stop talking?","/ˈwʊd ˈju ˈpɫiz ˈstɑp ˈtɔkɪŋ/","https://audio.tatoeba.org/sentences/eng/1199399.mp3","pending"
"You can't trust what she says.","/ˈju ˈkænt ˈtɹəst ˈhwət ˈʃi ˈsɛz/","https://audio.tatoeba.org/sentences/eng/1467213.mp3","pending"
"You don't know my dad, do you?","/ˈju ˈdoʊn ˈnoʊ ˈmaɪ ˈdæd ˈdu ˈju/","https://audio.tatoeba.org/sentences/eng/1886399.mp3","pending"
"You love your work, don't you?","/ˈju ˈɫəv ˈjɔɹ ˈwɝk ˈdoʊn ˈju/","https://audio.tatoeba.org/sentences/eng/2542126.mp3","pending"
"You said you wanted adventure.","/ˈju ˈsɛd ˈju ˈwɔntɪd ædˈvɛntʃɝ/","https://audio.tatoeba.org/sentences/eng/2276416.mp3","pending"
"You should learn self-defense.","/ˈju ˈʃʊd ˈɫɝn ˌsɛɫfdɪˈfɛns/","https://audio.tatoeba.org/sentences/eng/2060309.mp3","pending"
"You won't get a second chance.","/ˈju ˈwoʊnt ˈɡɛt ˈeɪ ˈsɛkənd ˈtʃæns/","https://audio.tatoeba.org/sentences/eng/2542122.mp3","pending"
"You'll have to do it yourself.","/ˈjuɫ ˈhæv ˈtu ˈdu ˈɪt ˈjɔɹsɛɫf/","https://audio.tatoeba.org/sentences/eng/2954884.mp3","pending"
"You're going to need one, too.","/ˈjuɹ ˈɡoʊɪn ˈtu ˈnid ˈwən ˈtu/","https://audio.tatoeba.org/sentences/eng/3168037.mp3","pending"
"You're sitting in Tom's chair.","/ˈjuɹ ˈsɪtɪŋ ˈɪn ˈtɑmz ˈtʃɛɹ/","https://audio.tatoeba.org/sentences/eng/3223059.mp3","pending"
"Your answer differs from mine.","/ˈjɔɹ ˈænsɝ ˈdɪfɝz ˈfɹəm ˈmaɪn/","https://audio.tatoeba.org/sentences/eng/70438.mp3","pending"
"A cat was sitting on the chair.","/ˈeɪ ˈkæt ˈwɑz ˈsɪtɪŋ ˈɑn ˈðə ˈtʃɛɹ/","https://audio.tatoeba.org/sentences/eng/35822.mp3","pending"
"Are you happy with your weight?","/ˈɑɹ ˈju ˈhæpi ˈwɪð ˈjɔɹ ˈweɪt/","https://audio.tatoeba.org/sentences/eng/953105.mp3","pending"
"Are you still living in Boston?","/ˈɑɹ ˈju ˈstɪɫ ˈɫɪvɪŋ ˈɪn ˈbɑstən/","https://audio.tatoeba.org/sentences/eng/1886319.mp3","pending"
"Bring me the newspaper, please.","/ˈbɹɪŋ ˈmi ˈðə ˈnuzˌpeɪpɝ ˈpɫiz/","https://audio.tatoeba.org/sentences/eng/269444.mp3","pending"
"Call Tom and Mary this evening.","/ˈkɔɫ ˈtɑm ˈænd ˈmɛɹi ˈðɪs ˈivnɪŋ/","https://audio.tatoeba.org/sentences/eng/1871061.mp3","pending"
"Can you really tell the future?","/ˈkæn ˈju ˈɹiɫi ˈtɛɫ ˈðə ˈfjutʃɝ/","https://audio.tatoeba.org/sentences/eng/3201239.mp3","pending"
"Can you spare me a few minutes?","/ˈkæn ˈju ˈspɛɹ ˈmi ˈeɪ ˈfju ˈmɪnəts/","https://audio.tatoeba.org/sentences/eng/40000.mp3","pending"
"Come on. Let's get out of here.","/ˈkəm ˈɑn ˈɫɛts ˈɡɛt ˈaʊt ˈəv ˈhiɹ/","https://audio.tatoeba.org/sentences/eng/1898416.mp3","pending"
"Did Tom tell you why he did it?","/ˈdɪd ˈtɑm ˈtɛɫ ˈju ˈhwaɪ ˈhi ˈdɪd ˈɪt/","https://audio.tatoeba.org/sentences/eng/4665115.mp3","pending"
"Did you let Tom drive your car?","/ˈdɪd ˈju ˈɫɛt ˈtɑm ˈdɹaɪv ˈjɔɹ ˈkɑɹ/","https://audio.tatoeba.org/sentences/eng/1886141.mp3","pending"
"Do you have a driver's license?","/ˈdu ˈju ˈhæv ˈeɪ ˈdɹaɪvɝz ˈɫaɪsəns/","https://audio.tatoeba.org/sentences/eng/26572.mp3","pending"
"Do you have any more questions?","/ˈdu ˈju ˈhæv ˈɛni ˈmɔɹ ˈkwɛstʃənz/","https://audio.tatoeba.org/sentences/eng/1886096.mp3","pending"
"Do you know when she will come?","/ˈdu ˈju ˈnoʊ ˈhwɛn ˈʃi ˈwɪɫ ˈkəm/","https://audio.tatoeba.org/sentences/eng/307993.mp3","pending"
"Do you think I don't know that?","/ˈdu ˈju ˈθɪŋk ˈaɪ ˈdoʊn ˈnoʊ ˈðæt/","https://audio.tatoeba.org/sentences/eng/1886059.mp3","pending"
"Do you think Tom likes his job?","/ˈdu ˈju ˈθɪŋk ˈtɑm ˈɫaɪks ˈhɪz ˈdʒɑb/","https://audio.tatoeba.org/sentences/eng/3126557.mp3","pending"
"Do you think you could do that?","/ˈdu ˈju ˈθɪŋk ˈju ˈkʊd ˈdu ˈðæt/","https://audio.tatoeba.org/sentences/eng/3096908.mp3","pending"
"Do you want to speak privately?","/ˈdu ˈju ˈwɑnt ˈtu ˈspik ˈpɹaɪvətɫi/","https://audio.tatoeba.org/sentences/eng/2014245.mp3","pending"
"Don't ask me for anything else.","/ˈdoʊn ˈæsk ˈmi ˈfɔɹ ˈɛniˌθɪŋ ˈɛɫs/","https://audio.tatoeba.org/sentences/eng/2288908.mp3","pending"
"Don't be fooled by appearances.","/ˈdoʊn ˈbi ˈfuɫd ˈbaɪ əˈpɪɹənsəz/","https://audio.tatoeba.org/sentences/eng/2275174.mp3","pending"
"Don't let anyone into the room.","/ˈdoʊn ˈɫɛt ˈɛniˌwən ˈɪntu ˈðə ˈɹum/","https://audio.tatoeba.org/sentences/eng/1385512.mp3","pending"
"Don't make fun of other people.","/ˈdoʊn ˈmeɪk ˈfən ˈəv ˈəðɝ ˈpipəɫ/","https://audio.tatoeba.org/sentences/eng/270146.mp3","pending"
"Don't talk about Tom like that.","/ˈdoʊn ˈtɔk əˈbaʊt ˈtɑm ˈɫaɪk ˈðæt/","https://audio.tatoeba.org/sentences/eng/3181792.mp3","pending"
"Don't throw away this magazine.","/ˈdoʊn ˈθɹoʊ əˈweɪ ˈðɪs ˈmæɡəˌzin/","https://audio.tatoeba.org/sentences/eng/59199.mp3","pending"
"Don't you think it a bad thing?","/ˈdoʊn ˈju ˈθɪŋk ˈɪt ˈeɪ ˈbæd ˈθɪŋ/","https://audio.tatoeba.org/sentences/eng/28659.mp3","pending"
"Find out all you can about Tom.","/ˈfaɪnd ˈaʊt ˈɔɫ ˈju ˈkæn əˈbaʊt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/1860736.mp3","pending"
"Guess who else moved to Boston.","/ˈɡɛs ˈhu ˈɛɫs ˈmuvd ˈtu ˈbɑstən/","https://audio.tatoeba.org/sentences/eng/3148460.mp3","pending"
"Have both of you already eaten?","/ˈhæv ˈboʊθ ˈəv ˈju ɔˈɹɛdi ˈitən/","https://audio.tatoeba.org/sentences/eng/953277.mp3","pending"
"He accumulated a large fortune.","/ˈhi əkˈjumjəˌɫeɪtɪd ˈeɪ ˈɫɑɹdʒ ˈfɔɹtʃən/","https://audio.tatoeba.org/sentences/eng/292379.mp3","pending"
"He can scarcely write his name.","/ˈhi ˈkæn ˈskɛɹsɫi ˈɹaɪt ˈhɪz ˈneɪm/","https://audio.tatoeba.org/sentences/eng/298857.mp3","pending"
"He dropped in at the bookstore.","/ˈhi ˈdɹɑpt ˈɪn ˈæt ˈðə ˈbʊkˌstɔɹ/","https://audio.tatoeba.org/sentences/eng/303802.mp3","pending"
"He ignored his father's advice.","/ˈhi ˌɪɡˈnɔɹd ˈhɪz ˈfɑðɝz ædˈvaɪs/","https://audio.tatoeba.org/sentences/eng/303361.mp3","pending"
"He is often absent from school.","/ˈhi ˈɪz ˈɔfən ˈæbsənt ˈfɹəm ˈskuɫ/","https://audio.tatoeba.org/sentences/eng/290094.mp3","pending"
"He likes to work in the garden.","/ˈhi ˈɫaɪks ˈtu ˈwɝk ˈɪn ˈðə ˈɡɑɹdən/","https://audio.tatoeba.org/sentences/eng/301704.mp3","pending"
"He set out on a lonely journey.","/ˈhi ˈsɛt ˈaʊt ˈɑn ˈeɪ ˈɫoʊnɫi ˈdʒɝni/","https://audio.tatoeba.org/sentences/eng/293734.mp3","pending"
"He tried to speak French to us.","/ˈhi ˈtɹaɪd ˈtu ˈspik ˈfɹɛntʃ ˈtu ˈəs/","https://audio.tatoeba.org/sentences/eng/297351.mp3","pending"
"He was born on July 28th, 1888.","/ˈhi ˈwɑz ˈbɔɹn ˈɑn ˌdʒuˈɫaɪ 28th 1888/","https://audio.tatoeba.org/sentences/eng/6054.mp3","pending"
"He went over to the other side.","/ˈhi ˈwɛnt ˈoʊvɝ ˈtu ˈðə ˈəðɝ ˈsaɪd/","https://audio.tatoeba.org/sentences/eng/299826.mp3","pending"
"He's living from hand to mouth.","/ˈhiz ˈɫɪvɪŋ ˈfɹəm ˈhænd ˈtu ˈmaʊθ/","https://audio.tatoeba.org/sentences/eng/291212.mp3","pending"
"He's thrilled with his new job.","/ˈhiz ˈθɹɪɫd ˈwɪð ˈhɪz ˈnju ˈdʒɑb/","https://audio.tatoeba.org/sentences/eng/299885.mp3","pending"
"How do you say that in Italian?","/ˈhaʊ ˈdu ˈju ˈseɪ ˈðæt ˈɪn ˌɪˈtæɫjən/","https://audio.tatoeba.org/sentences/eng/1649.mp3","pending"
"How long will you have to wait?","/ˈhaʊ ˈɫɔŋ ˈwɪɫ ˈju ˈhæv ˈtu ˈweɪt/","https://audio.tatoeba.org/sentences/eng/1495775.mp3","pending"
"I agree with you on that point.","/ˈaɪ əˈɡɹi ˈwɪð ˈju ˈɑn ˈðæt ˈpɔɪnt/","https://audio.tatoeba.org/sentences/eng/2266884.mp3","pending"
"I always have room for dessert.","/ˈaɪ ˈɔɫˌweɪz ˈhæv ˈɹum ˈfɔɹ dɪˈzɝt/","https://audio.tatoeba.org/sentences/eng/2318642.mp3","pending"
"I asked him about the accident.","/ˈaɪ ˈæskt ˈhɪm əˈbaʊt ˈðə ˈæksədənt/","https://audio.tatoeba.org/sentences/eng/47162.mp3","pending"
"I believe I owe you an apology.","/ˈaɪ bɪˈɫiv ˈaɪ ˈoʊ ˈju ˈæn əˈpɑɫəˌdʒi/","https://audio.tatoeba.org/sentences/eng/2294031.mp3","pending"
"I brush my teeth every morning.","/ˈaɪ ˈbɹəʃ ˈmaɪ ˈtiθ ˈɛvɝi ˈmɔɹnɪŋ/","https://audio.tatoeba.org/sentences/eng/1648242.mp3","pending"
"I can understand how Tom feels.","/ˈaɪ ˈkæn ˌəndɝˈstænd ˈhaʊ ˈtɑm ˈfiɫz/","https://audio.tatoeba.org/sentences/eng/2301399.mp3","pending"
"I can't get away from work now.","/ˈaɪ ˈkænt ˈɡɛt əˈweɪ ˈfɹəm ˈwɝk ˈnaʊ/","https://audio.tatoeba.org/sentences/eng/242069.mp3","pending"
"I can't live that kind of life.","/ˈaɪ ˈkænt ˈɫaɪv ˈðæt ˈkaɪnd ˈəv ˈɫaɪf/","https://audio.tatoeba.org/sentences/eng/1315.mp3","pending"
"I can't stand this hot weather.","/ˈaɪ ˈkænt ˈstænd ˈðɪs ˈhɑt ˈwɛðɝ/","https://audio.tatoeba.org/sentences/eng/1167463.mp3","pending"
"I caught a beautiful butterfly.","/ˈaɪ ˈkɑt ˈeɪ ˈbjutəfəɫ ˈbətɝˌfɫaɪ/","https://audio.tatoeba.org/sentences/eng/261436.mp3","pending"
"I couldn't understand his joke.","/ˈaɪ ˈkʊdən ˌəndɝˈstænd ˈhɪz ˈdʒoʊk/","https://audio.tatoeba.org/sentences/eng/392152.mp3","pending"
"I did what you wanted me to do.","/ˈaɪ ˈdɪd ˈhwət ˈju ˈwɔntɪd ˈmi ˈtu ˈdu/","https://audio.tatoeba.org/sentences/eng/2314874.mp3","pending"
"I didn't know Tom was Canadian.","/ˈaɪ ˈdɪdən ˈnoʊ ˈtɑm ˈwɑz kəˈneɪdiən/","https://audio.tatoeba.org/sentences/eng/2542092.mp3","pending"
"I didn't think it was possible.","/ˈaɪ ˈdɪdən ˈθɪŋk ˈɪt ˈwɑz ˈpɑsəbəɫ/","https://audio.tatoeba.org/sentences/eng/2315029.mp3","pending"
"I didn't want to see Tom again.","/ˈaɪ ˈdɪdən ˈwɑnt ˈtu ˈsi ˈtɑm əˈɡeɪn/","https://audio.tatoeba.org/sentences/eng/2315041.mp3","pending"
"I don't believe you've met him.","/ˈaɪ ˈdoʊn bɪˈɫiv ˈjuv ˈmɛt ˈhɪm/","https://audio.tatoeba.org/sentences/eng/69032.mp3","pending"
"I don't have that kind of time.","/ˈaɪ ˈdoʊn ˈhæv ˈðæt ˈkaɪnd ˈəv ˈtaɪm/","https://audio.tatoeba.org/sentences/eng/2315279.mp3","pending"
"I don't know what you've heard.","/ˈaɪ ˈdoʊn ˈnoʊ ˈhwət ˈjuv ˈhɝd/","https://audio.tatoeba.org/sentences/eng/2361271.mp3","pending"
"I don't like to sing in public.","/ˈaɪ ˈdoʊn ˈɫaɪk ˈtu ˈsɪŋ ˈɪn ˈpəbɫɪk/","https://audio.tatoeba.org/sentences/eng/270616.mp3","pending"
"I don't like to talk about Tom.","/ˈaɪ ˈdoʊn ˈɫaɪk ˈtu ˈtɔk əˈbaʊt ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2322752.mp3","pending"
"I don't think we need to worry.","/ˈaɪ ˈdoʊn ˈθɪŋk ˈwi ˈnid ˈtu ˈwɝi/","https://audio.tatoeba.org/sentences/eng/2361505.mp3","pending"
"I don't want to be here either.","/ˈaɪ ˈdoʊn ˈwɑnt ˈtu ˈbi ˈhiɹ ˈaɪðɝ/","https://audio.tatoeba.org/sentences/eng/2014270.mp3","pending"
"I don't want to live in Boston.","/ˈaɪ ˈdoʊn ˈwɑnt ˈtu ˈɫaɪv ˈɪn ˈbɑstən/","https://audio.tatoeba.org/sentences/eng/1140178.mp3","pending"
"I don't want to take that risk.","/ˈaɪ ˈdoʊn ˈwɑnt ˈtu ˈteɪk ˈðæt ˈɹɪsk/","https://audio.tatoeba.org/sentences/eng/1804565.mp3","pending"
"I donated blood this afternoon.","/ˈaɪ ˈdoʊˌneɪtɪd ˈbɫəd ˈðɪs ˌæftɝˈnun/","https://audio.tatoeba.org/sentences/eng/1887291.mp3","pending"
"I forgot to bring my I.D. card.","/ˈaɪ fɝˈɡɑt ˈtu ˈbɹɪŋ ˈmaɪ ˈaɪˈdi ˈkɑɹd/","https://audio.tatoeba.org/sentences/eng/269800.mp3","pending"
"I gave Tom Mary's phone number.","/ˈaɪ ˈɡeɪv ˈtɑm ˈmɛɹiz ˈfoʊn ˈnəmbɝ/","https://audio.tatoeba.org/sentences/eng/2329360.mp3","pending"
"I had my car stolen last night.","/ˈaɪ ˈhæd ˈmaɪ ˈkɑɹ ˈstoʊɫən ˈɫæs ˈnaɪt/","https://audio.tatoeba.org/sentences/eng/257849.mp3","pending"
"I have a lot of homework to do.","/ˈaɪ ˈhæv ˈeɪ ˈɫɑt ˈəv ˈhoʊmˌwɝk ˈtu ˈdu/","https://audio.tatoeba.org/sentences/eng/30181.mp3","pending"
"I have an appointment with Tom.","/ˈaɪ ˈhæv ˈæn əˈpɔɪntmənt ˈwɪð ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2358972.mp3","pending"
"I have three children to raise.","/ˈaɪ ˈhæv ˈθɹi ˈtʃɪɫdɹən ˈtu ˈɹeɪz/","https://audio.tatoeba.org/sentences/eng/2360408.mp3","pending"
"I have what you're looking for.","/ˈaɪ ˈhæv ˈhwət ˈjuɹ ˈɫʊkɪŋ ˈfɔɹ/","https://audio.tatoeba.org/sentences/eng/3098773.mp3","pending"
"I hear you are good at cooking.","/ˈaɪ ˈhiɹ ˈju ˈɑɹ ˈɡʊd ˈæt ˈkʊkɪŋ/","https://audio.tatoeba.org/sentences/eng/325765.mp3","pending"
"I hope you'll be happy forever.","/ˈaɪ ˈhoʊp ˈjuɫ ˈbi ˈhæpi fɝˈɛvɝ/","https://audio.tatoeba.org/sentences/eng/64497.mp3","pending"
"I knew Tom better than you did.","/ˈaɪ ˈnju ˈtɑm ˈbɛtɝ ˈðæn ˈju ˈdɪd/","https://audio.tatoeba.org/sentences/eng/2374828.mp3","pending"
"I know how you must be feeling.","/ˈaɪ ˈnoʊ ˈhaʊ ˈju ˈməst ˈbi ˈfiɫɪŋ/","https://audio.tatoeba.org/sentences/eng/2375971.mp3","pending"
"I know what they're paying you.","/ˈaɪ ˈnoʊ ˈhwət ˈðɛɹ ˈpeɪɪŋ ˈju/","https://audio.tatoeba.org/sentences/eng/2376329.mp3","pending"
"I let the cat out of the house.","/ˈaɪ ˈɫɛt ˈðə ˈkæt ˈaʊt ˈəv ˈðə ˈhaʊs/","https://audio.tatoeba.org/sentences/eng/259879.mp3","pending"
"I live in this house by myself.","/ˈaɪ ˈɫaɪv ˈɪn ˈðɪs ˈhaʊs ˈbaɪ ˌmaɪˈsɛɫf/","https://audio.tatoeba.org/sentences/eng/252475.mp3","pending"
"I need to know what's going on.","/ˈaɪ ˈnid ˈtu ˈnoʊ ˈhwəts ˈɡoʊɪn ˈɑn/","https://audio.tatoeba.org/sentences/eng/2387683.mp3","pending"
"I need to speak with Tom alone.","/ˈaɪ ˈnid ˈtu ˈspik ˈwɪð ˈtɑm əˈɫoʊn/","https://audio.tatoeba.org/sentences/eng/2208569.mp3","pending"
"I really didn't care, you know?","/ˈaɪ ˈɹiɫi ˈdɪdən ˈkɛɹ ˈju ˈnoʊ/","https://audio.tatoeba.org/sentences/eng/2361672.mp3","pending"
"I saw Tom at the funeral today.","/ˈaɪ ˈsɔ ˈtɑm ˈæt ˈðə ˈfjunɝəɫ təˈdeɪ/","https://audio.tatoeba.org/sentences/eng/3467775.mp3","pending"
"I should've told you the truth.","/ˈaɪ ˈʃʊdəv ˈtoʊɫd ˈju ˈðə ˈtɹuθ/","https://audio.tatoeba.org/sentences/eng/3201213.mp3","pending"
"I suggest you listen carefully.","/ˈaɪ səˈdʒɛst ˈju ˈɫɪsən ˈkɛɹfəɫi/","https://audio.tatoeba.org/sentences/eng/2406845.mp3","pending"
"I think I'm in the right place.","/ˈaɪ ˈθɪŋk ˈaɪm ˈɪn ˈðə ˈɹaɪt ˈpɫeɪs/","https://audio.tatoeba.org/sentences/eng/2407907.mp3","pending"
"I think perhaps I can help Tom.","/ˈaɪ ˈθɪŋk pɝˈhæps ˈaɪ ˈkæn ˈhɛɫp ˈtɑm/","https://audio.tatoeba.org/sentences/eng/2408132.mp3","pending"
"I think Tom was born in Boston.","/ˈaɪ ˈθɪŋk ˈtɑm ˈwɑz ˈbɔɹn ˈɪn ˈbɑstən/","https://audio.tatoeba.org/sentences/eng/2408383.mp3","pending"
"I think we're going to be late.","/ˈaɪ ˈθɪŋk ˈwɝ ˈɡoʊɪn ˈtu ˈbi ˈɫeɪt/","https://audio.tatoeba.org/sentences/eng/2408497.mp3","pending"
"I thought Tom was going to cry.","/ˈaɪ ˈθɔt ˈtɑm ˈwɑz ˈɡoʊɪn ˈtu ˈkɹaɪ/","https://audio.tatoeba.org/sentences/eng/3330598.mp3","pending"
"I thought you would understand.","/ˈaɪ ˈθɔt ˈju ˈwʊd ˌəndɝˈstænd/","https://audio.tatoeba.org/sentences/eng/1615187.mp3","pending"
"I told you Tom isn't my friend.","/ˈaɪ ˈtoʊɫd ˈju ˈtɑm ˈɪzən ˈmaɪ ˈfɹɛnd/","https://audio.tatoeba.org/sentences/eng/1970184.mp3","pending"
"I want to climb Mt. Fuji again.","/ˈaɪ ˈwɑnt ˈtu ˈkɫaɪm ˈɛmˈti ˈfudʒi əˈɡeɪn/","https://audio.tatoeba.org/sentences/eng/31457.mp3","pending"
"I want to say something to you.","/ˈaɪ ˈwɑnt ˈtu ˈseɪ ˈsəmθɪŋ ˈtu ˈju/","https://audio.tatoeba.org/sentences/eng/961016.mp3","pending"
"I want Tom to win the election.","/ˈaɪ ˈwɑnt ˈtɑm ˈtu ˈwɪn ˈðə ɪˈɫɛkʃən/","https://audio.tatoeba.org/sentences/eng/2361780.mp3","pending"
"I was the one who suggested it.","/ˈaɪ ˈwɑz ˈðə ˈwən ˈhu səˈdʒɛstɪd ˈɪt/","https://audio.tatoeba.org/sentences/eng/1908944.mp3","pending"
"I wish she had come last night.","/ˈaɪ ˈwɪʃ ˈʃi ˈhæd ˈkəm ˈɫæs ˈnaɪt/","https://audio.tatoeba.org/sentences/eng/308295.mp3","pending"
"I won't tell Tom you said that.","/ˈaɪ ˈwoʊnt ˈtɛɫ ˈtɑm ˈju ˈsɛd ˈðæt/","https://audio.tatoeba.org/sentences/eng/2542009.mp3","pending"
"I wouldn't do it if I were you.","/ˈaɪ ˈwʊdənt ˈdu ˈɪt ˈɪf ˈaɪ ˈwɝ ˈju/","https://audio.tatoeba.org/sentences/eng/30836.mp3","pending"
"I'd like to ask you a question.","/ˈaɪd ˈɫaɪk ˈtu ˈæsk ˈju ˈeɪ ˈkwɛstʃən/","https://audio.tatoeba.org/sentences/eng/2014342.mp3","pending"
"I'd like to stay for one night.","/ˈaɪd ˈɫaɪk ˈtu ˈsteɪ ˈfɔɹ ˈwən ˈnaɪt/","https://audio.tatoeba.org/sentences/eng/1660.mp3","pending"
"I'll leave when she comes back.","/ˈaɪɫ ˈɫiv ˈhwɛn ˈʃi ˈkəmz ˈbæk/","https://audio.tatoeba.org/sentences/eng/308517.mp3","pending"
"I'll watch carefully this time.","/ˈaɪɫ ˈwɑtʃ ˈkɛɹfəɫi ˈðɪs ˈtaɪm/","https://audio.tatoeba.org/sentences/eng/2047671.mp3","pending"
"I'm going to approve your plan.","/ˈaɪm ˈɡoʊɪn ˈtu əˈpɹuv ˈjɔɹ ˈpɫæn/","https://audio.tatoeba.org/sentences/eng/2541905.mp3","pending"
