# DUPLICATE_LEFT_GUIDE
# Ghi lai cac dong bi loai do trung sentence_left voi dong da xuat hien truoc do
# === KHONG_CO_DONG_TRUNG ===: Khong co dong duplicate
source_file,mode,sentence_left,sentence_right,difficulty,conflict_with_source_file,conflict_with_mode
"Destination B2.json#44","destination","staff","the people who work for a particular company, organisation or institution","medium","Destination B1.json#42","destination"
"Destination B2.json#44","destination","job","work that you do regularly to earn money","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","work","a job that you are paid to do","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","career","a job or profession that you work at for some time","medium","Destination B1.json#41","destination"
"Destination B2.json#44","destination","earn","to receive money for work that you do","medium","Destination B1.json#41","destination"
"Destination B2.json#44","destination","win","to get something as a prize for defeating other people or because you are lucky","medium","Destination B2.json#36","destination"
"Destination B2.json#44","destination","salary","a fixed amount of money that you earn each month or year from your job","medium","Destination B1.json#42","destination"
"Destination B2.json#44","destination","commute","to travel regularly to and from work","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","deliver","to take something such as goods or letters to a place and give them to someone","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","retire","to stop working permanently, especially when you are old","medium","Destination B1.json#42","destination"
"Destination B2.json#44","destination","resign","to state formally that you are leaving your job","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","fire","to make someone leave their job as a punishment","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","sack","to force someone to leave their job","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","make redundant","if someone is made redundant, they have been told that they must leave their job because they are no longer needed","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","overtime","extra hours that someone works at their job, or money that is paid for working extra hours","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","promotion","a move to a job at a higher level","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","pension","an amount of money that someone receives regularly when they no longer work because of their age or because they are ill","medium","Destination B1.json#41","destination"
"Destination B2.json#44","destination","company","an organisation that sells services or goods","medium","Destination B1.json#41","destination"
"Destination B2.json#44","destination","firm","a business, or a company","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","business","an organisation that buys or sells products or services","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","union","an organisation that represents the workers in a particular industry","medium","Destination B2.json#42","destination"
"Destination B2.json#44","destination","charity","an organisation that gives money and help to people who need it","medium","Destination B1.json#39","destination"
"Destination B2.json#45","destination","You should concentrate","on improving your technique.","medium","Destination B2.json#4","destination"
"Destination C1-C2.json#1","destination","come (a)round (to)","change your opinion or decision because someone has persuaded you to agree with them","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#1","destination","come up with","think of something such as an idea or a plan","hard","Destination B2.json#6","destination"
"Destination C1-C2.json#1","destination","face up to","accept something and try to deal with it","hard","Destination B2.json#23","destination"
"Destination C1-C2.json#1","destination","make out","see, hear or understand someone or something with difficulty; suggest, imply","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#1","destination","take in","understand and remember something that you hear or read; accept something as real or true; trick someone into believing something that is not true","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#1","destination","think over","consider a problem or decision carefully","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#4","destination","do away with","get rid of","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#4","destination","do up","repair, paint and improve an old building, car, boat, etc; fasten (an item of clothing)","hard","Destination B1.json#22","destination"
"Destination C1-C2.json#4","destination","turn into","change or develop into something different; make someone or something change or develop into something different","hard","Destination B2.json#6","destination"
"Destination C1-C2.json#4","destination","wear out","use something a lot so that it no longer works, or can no longer be used","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#6","destination","make up","work at different times from usual because you have not worked enough at the normal times","hard","Destination B1.json#8","destination"
"Destination C1-C2.json#6","destination","set out","start doing or working on something in order to achieve an aim outset (n)","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#6","destination","take on","start to employ someone; accept some work or responsibility","hard","Destination B2.json#31","destination"
"Destination C1-C2.json#10","destination","catch on","understand; become popular or fashionable","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#10","destination","come out","become available to buy or see; become easy to notice; become known; be spoken, heard, or understood in a particular way","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#13","destination","come across","meet someone or find something by chance","hard","Destination B1.json#8","destination"
"Destination C1-C2.json#13","destination","dry up","if something dries up or is dried up, all the water comes out of it; stop being available","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#13","destination","get through","use or finish something; manage to deal with a difficult situation or stay alive until it is over; finish dealing with some work, a subject, etc","hard","Destination B2.json#24","destination"
"Destination C1-C2.json#13","destination","put down to","if you put something down to a particular reason, you think it has happened for that reason","hard","Destination B2.json#23","destination"
"Destination C1-C2.json#15","destination","break down","divide something such as a total amount into separate parts breakdown (n)","hard","Destination B1.json#8","destination"
"Destination C1-C2.json#15","destination","build up","increase or make something increase; gradually develop; talk about someone or something in a very positive way so that people are impressed with them; make someone bigger, healthier and stronger, especially by making them eat more build-up (n)","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#15","destination","pay back","give someone the same amount of money that you borrowed from them","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#15","destination","take away","remove one number or quantity from another number or quantity","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#18","destination","come out","be removed from something such as clothing or cloth by washing or rubbing; have a particular result or end in a particular way","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#18","destination","put up","build something such as a wall, fence or house; let someone stay in your house","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#18","destination","set up","build a structure or put it in a particular place; make a piece of equipment ready for use","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#18","destination","take down","separate a large structure into pieces; write down information or a statement","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#20","destination","get over","start to feel happy or well again after something bad has happened; solve a problem","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#20","destination","pass out","suddenly become unconscious, for example because you are too hot","hard","Destination B2.json#16","destination"
"Destination C1-C2.json#20","destination","pull through","manage to stay alive after you have been very ill or very badly injured; succeed in a very difficult situation, or help someone do this","hard","Destination B2.json#16","destination"
"Destination C1-C2.json#22","destination","back down","stop asking for something or stop saying that you will do something, because a lot of people oppose you","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#22","destination","get off","not be punished severely or at all for something you have been accused of in court; have a particular period of time as a holiday; send something, for example in the post","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#22","destination","give in","stop competing or arguing and accept that you cannot win; if you give in to something, you can no longer control the feeling of wanting it","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#22","destination","take over","take control of something; begin to do something that someone else was doing","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#25","destination","brush up (on)","practise and improve your skills or knowledge of something","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#25","destination","check out","examine someone or something in order to be certain that everything is correct, true or satisfactory; if information checks out, you feel that it is true after examining it","hard","Destination B2.json#2","destination"
"Destination C1-C2.json#25","destination","pick up","improve","hard","Destination B1.json#29","destination"
"Destination C1-C2.json#25","destination","stand out","be much more impressive or important than others; be easy to see or notice because of being different outstanding (adj)","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#27","destination","bring out","make someone or something show a quality that they have; produce a new product and start to sell it","hard","Destination B2.json#31","destination"
"Destination C1-C2.json#27","destination","pick on","keep treating someone badly or unfairly, especially by criticising them","hard","Destination B2.json#11","destination"
"Destination C1-C2.json#27","destination","take after","look or behave like an older relative","hard","Destination B2.json#27","destination"
"Destination C1-C2.json#27","destination","take to","begin to like someone or something; start doing something as a habit","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#29","destination","go in for","enjoy a particular thing or activity; choose something as a subject of study or as your career","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#29","destination","go off","stop liking someone or something; explode or be fired; leave a place, especially for a particular purpose; if food or drink goes off, it is no longer fresh","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#29","destination","grow on","if something or someone grows on you, you start to like them more","hard","Destination B2.json#27","destination"
"Destination C1-C2.json#29","destination","pick up","learn a new skill or start a habit without intending to; go and meet someone or something that you have arranged to take somewhere in a vehicle","hard","Destination B1.json#29","destination"
"Destination C1-C2.json#29","destination","put in","spend a particular amount of time doing something, or make a particular amount of effort in order to do something input (n)","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#29","destination","take in","include something","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#29","destination","take off","have a particular amount of time away from work; become successful or popular very fast take-off (n)","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#32","destination","add up to","combine to produce a particular result or effect","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#32","destination","add up to","if separate amounts add up to a total amount, together they form that total","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#32","destination","answer back","reply rudely to someone who has more authority than you","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","ask out","invite someone to go with you to a cinema, restaurant, etc because you want to start a romantic or sexual relationship with them","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","back down","stop asking for something or stop saying that you will do something, because a lot of people oppose you","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#32","destination","back up","give support to someone by telling other people that you agree with them backup (n)","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#32","destination","back up","make a copy of information on your computer backup (n)","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#32","destination","black out","make a place dark by turning off all the lights, for example so that the enemy cannot see a place at night blackout (n)","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#32","destination","black out","suddenly become unconscious","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#32","destination","blend in","if someone or something blends in, they are similar to the other people, objects, buildings, etc around them, and so they seem appropriate or you do not notice them","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#32","destination","blurt out","say something suddenly and without thinking about the effect it will have, usually because you are nervous or excited","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#32","destination","board up","cover a window or door with wooden boards","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#32","destination","break down","divide something such as a total amount into separate parts breakdown (n)","hard","Destination B1.json#8","destination"
"Destination C1-C2.json#32","destination","break up","break something to make smaller pieces","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","break up","if a meeting or other event breaks up, or if you break it up, it ends and people leave","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","break up","if two people break up, they end their relationship","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","brighten up","if the weather brightens up, it becomes sunnier","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#32","destination","brighten up","start looking or feeling happier","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#32","destination","brighten up","start to have more colour or light, give something more colour or light","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#32","destination","bring about","make something happen, especially to cause changes in a situation","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#32","destination","bring out","make someone or something show a quality that they have","hard","Destination B2.json#31","destination"
"Destination C1-C2.json#32","destination","bring out","produce a new product and start to sell it","hard","Destination B2.json#31","destination"
"Destination C1-C2.json#32","destination","bring together","create a situation in which people meet and do something together, especially when they would not usually do so","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","brush up (on)","practise and improve your skills or knowledge of something","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#32","destination","build up","gradually develop","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#32","destination","build up","increase or make something increase","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#32","destination","build up","make someone bigger, healthier and stronger, especially by making them eat more build-up (n)","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#32","destination","build up","talk about someone or something in a very positive way so that people are impressed with them","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#32","destination","bump into","accidentally hit against something","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","bump into","meet someone unexpectedly","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","buy off","give someone money so that they do not act against you","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#32","destination","buy out","pay money to your business partner so that you can control all of a business you previously owned together buyout (n)","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#32","destination","buy up","buy large amounts of something or all of it that is available","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#32","destination","cancel out","stop something from having any effect","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#32","destination","carry over","take something that you earn or are given in one year or period of time into the next one carry-over (n)","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#32","destination","catch on","become popular or fashionable","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#32","destination","catch on","understand","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#32","destination","centre around","if something centres around someone or something, or you centre something around them, they are its main subject of attention or interest","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#32","destination","chance upon","find or see someone or something when you did not expect to","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#32","destination","change around","move things so that they are in different places or positions","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#32","destination","change into","stop being in one state, condition or form and start being in another, or make something do this","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#32","destination","change into","take off the clothes or a piece of clothing you are wearing and put on different ones","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#32","destination","change out of","take off the clothes or a piece of clothing you are wearing and put on different ones","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#32","destination","check out","examine someone or something in order to be certain that everything is correct, true or satisfactory","hard","Destination B2.json#2","destination"
"Destination C1-C2.json#33","destination","clock up","reach a particular number or amount","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#33","destination","close up","lock the doors of a building or business","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#33","destination","club together","if people club together, each of them gives some money so all the money collected can be used to buy something","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#33","destination","come across","meet someone or find something by chance","hard","Destination B1.json#8","destination"
"Destination C1-C2.json#33","destination","come (a)round (to)","change your opinion or decision because someone has persuaded you to agree with them","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#33","destination","come between","cause a disagreement or argument between people","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#33","destination","come out","be removed from something such as clothing or cloth by washing or rubbing","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#33","destination","come out","be spoken, heard or understood in a particular way","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#33","destination","come out","become available to buy or see","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#33","destination","come out","become easy to notice","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#33","destination","come out","become known","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#33","destination","come out","have a particular result or end in a particular way","hard","Destination B1.json#12","destination"
"Destination C1-C2.json#33","destination","come out in","become covered in spots because you are ill or your body reacts to a food or medicine","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","come out with","say something suddenly, usually something that surprises or shocks people","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#33","destination","come round","become conscious again after being unconscious","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","come round","change your opinion or decision because someone has persuaded you to agree with them","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","come round","go to a place where someone is, especially their house, in order to visit them","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","come round","if a regular event comes round, it happens again","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","come up with","think of something such as an idea or a plan","hard","Destination B2.json#6","destination"
"Destination C1-C2.json#33","destination","cool down","become cooler, or make something cooler","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#33","destination","cordon off","stop people from entering an area by putting something such as a rope around it","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#33","destination","cotton on","begin to realise or understand something","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","crack down (on)","start dealing with someone or something much more strictly crackdown (n)","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#33","destination","crease up","laugh a lot, or make someone laugh a lot","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","creep up on","move towards someone quietly and slowly, especially because you want to surprise them","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#33","destination","crop up","appear or happen suddenly or unexpectedly","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#33","destination","crowd around","move to a particular place at the same time as a lot of other people","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#33","destination","cut back (on)","reduce the amount of something, especially money that you spend","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#33","destination","cut out","remove something from a larger piece by cutting","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#33","destination","cut out","stop eating something or doing something, especially because it is bad for your health","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#33","destination","die out","become weaker or less common and then disappear completely","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#33","destination","dig up","dig holes in an area of land","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#33","destination","dig up","find information by searching carefully","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#33","destination","dig up","remove something from under the ground by digging","hard","Destination C1-C2.json#13","destination"
"Destination C1-C2.json#33","destination","dive in","start doing something in a very enthusiastic way","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#33","destination","do away with","get rid of","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#33","destination","do up","fasten (an item of clothing)","hard","Destination B1.json#22","destination"
"Destination C1-C2.json#33","destination","do up","repair, paint and improve an old building, car, boat, etc","hard","Destination B1.json#22","destination"
"Destination C1-C2.json#33","destination","drum up","try to make people support you or buy something from you","hard","Destination C1-C2.json#15","destination"
"Destination C1-C2.json#33","destination","dry up","if something dries up or is dried up, all the water comes out of it","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#33","destination","fade away","disappear slowly","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#33","destination","fall behind","make less progress or be less successful than other people who are doing a similar job or activity","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#33","destination","fall behind","move more slowly than other people so that you are behind them","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#33","destination","figure out","be able to understand something or solve a problem or understand what someone is like and why they behave in the way they do","hard","Destination C1-C2.json#1","destination"
"Destination C1-C2.json#33","destination","fix up","clean, repair or decorate something","hard","Destination C1-C2.json#18","destination"
"Destination C1-C2.json#33","destination","follow up","check the health of someone who has received medical treatment in order to be certain that it was effective","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","follow up","try to find out more about something or do something more to deal with it follow-up (n)","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#33","destination","get across","make people understand something","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#33","destination","get (a)round","if news gets (a)round, a lot of people hear it","hard","Destination C1-C2.json#10","destination"
"Destination C1-C2.json#33","destination","get down","make someone feel sad or lose hope, start feeling sad or losing hope","hard","Destination C1-C2.json#20","destination"
"Destination C1-C2.json#34","destination","get in","be elected for a political job","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#34","destination","get in","if a train, plane, etc gets in, it arrives","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#34","destination","get into","become involved in a bad situation","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","get into","if a train, plane, etc gets into a place, it arrives there","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","get into","start enjoying something or become enthusiastic about it","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","get off","have a particular period of time away from work","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#34","destination","get off","leave a bus, train, etc","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#34","destination","get off","not be punished severely or at all for something you have been accused of in court","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#34","destination","get off","send something by post","hard","Destination B1.json#4","destination"
"Destination C1-C2.json#34","destination","get on","have a good relationship with someone","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","get on","if you get on, you are successful in your job or at school","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","get on for","be almost a particular time, number, age, etc","hard","Destination B2.json#19","destination"
"Destination C1-C2.json#34","destination","get on with","have a good relationship with someone","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#34","destination","get on with","stop talking and start or continue doing something","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#34","destination","get out of","stop a habit","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","get over","find a way to solve or deal with a difficult problem","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","get over","successfully communicate an idea or feeling","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","get over","survive a problem or person","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","get over","understand or believe something","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","get through","be successful in an examination or competition","hard","Destination B2.json#24","destination"
"Destination C1-C2.json#34","destination","get through","finish dealing with some work, a subject, etc","hard","Destination B2.json#24","destination"
"Destination C1-C2.json#34","destination","get through","use or finish something","hard","Destination B2.json#24","destination"
"Destination C1-C2.json#34","destination","get up to","do something that other people would disapprove of","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","get up to","reach a particular point or stage","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","give away","give something to someone without asking for any money, rather than selling it to them","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#34","destination","give away","let someone know a secret, often without intending to giveaway (n)","hard","Destination B1.json#7","destination"
"Destination C1-C2.json#34","destination","give in","if you give in to something, you can no longer resist it","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#34","destination","give in","stop competing or arguing and accept that you cannot win","hard","Destination B2.json#21","destination"
"Destination C1-C2.json#34","destination","give off","produce something such as heat or a smell","hard","Destination B2.json#6","destination"
"Destination C1-C2.json#34","destination","give out","if a machine or part of your body gives out, it stops working","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","give up","stop doing something you do regularly","hard","Destination B1.json#1","destination"
"Destination C1-C2.json#34","destination","give up","stop trying to do something","hard","Destination B1.json#1","destination"
"Destination C1-C2.json#34","destination","go along","make progress with something","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","go for","choose something","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","go in for","choose something as a subject of study or as your career","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","go in for","enjoy a particular thing or activity","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","go into","deal with something in detail","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#34","destination","go off","explode or be fired","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","go off","if food or drink goes off, it is no longer fresh","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","go off","leave a place, especially for a particular purpose","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","go off","stop liking someone or something","hard","Destination B1.json#21","destination"
"Destination C1-C2.json#34","destination","go on","continue happening or doing something as before","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#34","destination","go on","do something after doing something else","hard","Destination B1.json#18","destination"
"Destination C1-C2.json#34","destination","go out","if a fire or light goes out, it stops burning or shining","hard","Destination B1.json#25","destination"
"Destination C1-C2.json#34","destination","go over","repeat or think about again in order to understand completely","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#34","destination","go through","read or discuss something that is written down in order to make sure that it is correct or to understand it","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","go together","if two or more things go together, they frequently exist together","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#34","destination","go together","if two things go together, they seem good, natural or attractive in combination with each other","hard","Destination C1-C2.json#27","destination"
"Destination C1-C2.json#34","destination","go up","increase","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","grow on","if something or someone grows on you, you start to like them more","hard","Destination B2.json#27","destination"
"Destination C1-C2.json#34","destination","grow out of","become too big for a piece of clothing","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#34","destination","grow out of","if a way of behaving or a feeling grows out of something, it develops from it","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#34","destination","grow up","become older (for children)","hard","Destination B1.json#6","destination"
"Destination C1-C2.json#34","destination","hand down","give something valuable to your children or grandchildren, usually when you die","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#34","destination","hand in","give something such as an essay or a letter to a person in authority","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#34","destination","hand out","give things to different people in a group handout (n)","hard","Destination B2.json#10","destination"
"Destination C1-C2.json#34","destination","hang out","lean out of a window so that the top part of your body is outside hang-out (n)","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","hang out","spend time in a particular place or with particular people","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","head off","prevent something from taking place","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#34","destination","head off","stop someone from going somewhere by getting in front of them","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#34","destination","hit back","criticise someone who has criticised you","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#34","destination","hit back","retaliate","hard","Destination C1-C2.json#22","destination"
"Destination C1-C2.json#34","destination","hold back","stop someone or something from moving forwards","hard","Destination C1-C2.json#8","destination"
"Destination C1-C2.json#34","destination","hold up","delay someone or something holdup (n)","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#34","destination","hold up","rob a person or place using weapons holdup (n)","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#34","destination","keep on","continue doing something","hard","Destination B2.json#19","destination"
"Destination C1-C2.json#34","destination","keep up","continue to do something","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","keep up","move at the same speed as someone or something","hard","Destination C1-C2.json#29","destination"
"Destination C1-C2.json#34","destination","key in","put information into a computer or other electronic machine using keys","hard","Destination C1-C2.json#4","destination"
"Destination C1-C2.json#34","destination","knock off","stop working","hard","Destination C1-C2.json#6","destination"
"Destination C1-C2.json#34","destination","knock out","defeat and remove from a competition knockout (n)","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","knock out","make someone unconscious","hard","Destination B2.json#3","destination"
"Destination C1-C2.json#34","destination","leave out","not include someone or something","hard","Destination B1.json#22","destination"
"Destination C1-C2.json#34","destination","let down","disappoint someone by failing to do what you agreed to do or what they expected you to do","hard","Destination B1.json#6","destination"
"Destination C1-C2.json#34","destination","let off","give someone little or no punishment for something they did wrong","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#34","destination","let off","make something such as a bomb or firework explode","hard","Destination B2.json#13","destination"
"Destination C1-C2.json#34","destination","let out","suddenly give a loud cry","hard","Destination C1-C2.json#34","destination"
"Destination C1-C2.json#34","destination","line up","get into a line, or put some people or things into a line","hard","Destination B2.json#29","destination"
"Destination C1-C2.json#34","destination","liven up","become more interesting or exciting, or make something more interesting or exciting","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#34","destination","liven up","give something a more interesting appearance, taste or other quality","hard","Destination C1-C2.json#25","destination"
"Destination C1-C2.json#34","destination","lock up","lock all the doors and windows of a building when you leave it","hard","Destination C1-C2.json#22","destination"
