sentence,phonetic,audio_url,difficulty
I have been teaching here for many years .,/ˈaɪ ˈhæv ˈbɪn ˈtitʃɪŋ ˈhir ˈfɔr ˈmɛni ˈjɪrz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843995/audio_file/level01/01_29cec4e0-0.mp3,easy
Have you started your new job yet ?,/ˈhæv ˈju ˈstɑrtɪd ˈjɔr ˈnju ˈdʒɑb ˈjɛt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843996/audio_file/level01/01_1a66c118-5.mp3,easy
This iPad is as fast as a desktop computer .,/ˈðɪs ˈaɪˌpæd ˈɪz ˈæz ˈfæst ˈæz ˈeɪ ˈdɛskˌtɑp kəmˈpjutər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843997/audio_file/level01/01_03e8efd2-2.mp3,easy
He had very powerful legs .,/ˈhi ˈhæd ˈvɛri ˈpaʊərfəl ˈlɛɡz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843998/audio_file/level01/01_597e0f53-d.mp3,easy
He 's got a bad temper .,/ˈhi ˈɛs ˈɡɑt ˈeɪ ˈbæd ˈtɛmpər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773843999/audio_file/level01/01_fb622181-4.mp3,easy
He ran to the bus stop .,/ˈhi ˈræn ˈtu ˈðə ˈbəs ˈstɑp/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844001/audio_file/level01/01_a4a51d31-3.mp3,easy
My tooth is loose .,/ˈmaɪ ˈtuθ ˈɪz ˈlus/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844002/audio_file/level01/01_18ad7aab-9.mp3,easy
I wish she could have seen it .,/ˈaɪ ˈwɪʃ ˈʃi ˈkʊd ˈhæv ˈsin ˈɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844003/audio_file/level01/01_fbb6e73c-8.mp3,easy
"Since she was n't feeling well today , she was working badly .",/ˈsɪns ˈʃi ˈwɑz n't ˈfilɪŋ ˈwɛl təˈdeɪ ˈʃi ˈwɑz ˈwərkɪŋ ˈbædli/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844004/audio_file/level01/01_6b38f1a1-f.mp3,easy
Driving is something I enjoy doing .,/ˈdraɪvɪŋ ˈɪz ˈsəmθɪŋ ˈaɪ ˌɛnˈdʒɔɪ ˈduɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844005/audio_file/level01/01_91e9a822-6.mp3,easy
Are you on the field hockey team ?,/ˈɑr ˈju ˈɑn ˈðə ˈfild ˈhɑki ˈtim/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844006/audio_file/level01/01_dae47975-b.mp3,easy
They usually go to sleep early .,/ˈðeɪ ˈjuʒəli ˈɡoʊ ˈtu ˈslip ˈərli/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844007/audio_file/level01/01_f1d1384f-c.mp3,easy
I miss my mom .,/ˈaɪ ˈmɪs ˈmaɪ ˈmɑm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844008/audio_file/level01/01_5fe2ff89-0.mp3,easy
I grew up with three brothers .,/ˈaɪ ˈɡru ˈəp ˈwɪð ˈθri ˈbrəðərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844009/audio_file/level01/01_e88d1fd4-e.mp3,easy
Have you met the groom yet ?,/ˈhæv ˈju ˈmɛt ˈðə ˈɡrum ˈjɛt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844010/audio_file/level01/01_5c58c0db-1.mp3,easy
Would you like me to carry that for you ?,/ˈwʊd ˈju ˈlaɪk ˈmi ˈtu ˈkæri ˈðæt ˈfɔr ˈju/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844011/audio_file/level01/01_bbfa54f3-7.mp3,easy
I wish we could go again .,/ˈaɪ ˈwɪʃ ˈwi ˈkʊd ˈɡoʊ əˈɡeɪn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844012/audio_file/level01/01_f2242f58-c.mp3,easy
I do n't know why he dislikes me .,/ˈaɪ ˈdu n't ˈnoʊ ˈhwaɪ ˈhi dɪˈslaɪks ˈmi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844013/audio_file/level01/01_c522401d-0.mp3,easy
He was as old as my father .,/ˈhi ˈwɑz ˈæz ˈoʊld ˈæz ˈmaɪ ˈfɑðər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844015/audio_file/level01/01_f0503805-1.mp3,easy
Was there a man or a woman in the car ?,/ˈwɑz ˈðɛr ˈeɪ ˈmæn ˈɔr ˈeɪ ˈwʊmən ˈɪn ˈðə ˈkɑr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844016/audio_file/level01/01_5d648670-9.mp3,easy
"I wish I could be there when she arrives , but I have another appointment .",/ˈaɪ ˈwɪʃ ˈaɪ ˈkʊd ˈbi ˈðɛr ˈhwɛn ˈʃi ərˈaɪvz ˈbət ˈaɪ ˈhæv əˈnəðər əˈpɔɪntmənt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844017/audio_file/level01/01_c24e1a76-2.mp3,easy
Both of them finished their homework .,/ˈboʊθ ˈəv ˈðɛm ˈfɪnɪʃt ˈðɛr ˈhoʊmˌwərk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844018/audio_file/level01/01_878ef12e-d.mp3,easy
It was a wonderful place to view the sunset .,/ˈɪt ˈwɑz ˈeɪ ˈwəndərfəl ˈpleɪs ˈtu ˈvju ˈðə ˈsənˌsɛt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844019/audio_file/level01/01_378c4fb8-a.mp3,easy
Jane had a nice jacket collection .,/ˈdʒeɪn ˈhæd ˈeɪ ˈnaɪs ˈdʒækət kəˈlɛkʃən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844020/audio_file/level01/01_9cf4041e-f.mp3,easy
This is made of paper .,/ˈðɪs ˈɪz ˈmeɪd ˈəv ˈpeɪpər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844021/audio_file/level01/01_49c285f7-a.mp3,easy
I have been ill since morning .,/ˈaɪ ˈhæv ˈbɪn ˈɪl ˈsɪns ˈmɔrnɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844022/audio_file/level01/01_b3e4b9e0-9.mp3,easy
Have you seen hers ?,/ˈhæv ˈju ˈsin ˈhərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844023/audio_file/level01/01_d23f4e06-e.mp3,easy
He 's already gone to bed .,/ˈhi ˈɛs ɔˈrɛdi ˈɡɔn ˈtu ˈbɛd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844025/audio_file/level01/01_343f0a67-d.mp3,easy
She was as helpless as a baby .,/ˈʃi ˈwɑz ˈæz ˈhɛlpləs ˈæz ˈeɪ ˈbeɪbi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844026/audio_file/level01/01_4ce16ef1-7.mp3,easy
I asked him to leave .,/ˈaɪ ˈæskt ˈhɪm ˈtu ˈliv/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844027/audio_file/level01/01_e91a3273-2.mp3,easy
Nothing is as good as my mother 's homemade seafood pasta .,/ˈnəθɪŋ ˈɪz ˈæz ˈɡʊd ˈæz ˈmaɪ ˈməðər ˈɛs ˈhoʊˈmeɪd ˈsiˌfud ˈpɑstə/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844028/audio_file/level01/01_c3b70c4e-4.mp3,easy
We learned about clouds today .,/ˈwi ˈlərnd əˈbaʊt ˈklaʊdz təˈdeɪ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844028/audio_file/level01/01_ccef9798-3.mp3,easy
Her eyes were closed .,/ˈhər ˈaɪz ˈwər ˈkloʊzd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844030/audio_file/level01/01_42b3e944-b.mp3,easy
I wish I had known .,/ˈaɪ ˈwɪʃ ˈaɪ ˈhæd ˈnoʊn/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844031/audio_file/level01/01_1113b9d1-2.mp3,easy
Everyone clapped their hands after the performance .,/ˈɛvriˌwən ˈklæpt ˈðɛr ˈhændz ˈæftər ˈðə pərˈfɔrməns/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844032/audio_file/level01/01_666205d6-0.mp3,easy
I wonder why people still die of curable diseases .,/ˈaɪ ˈwəndər ˈhwaɪ ˈpipəl ˈstɪl ˈdaɪ ˈəv ˈkjʊrəbəl dɪˈzizəz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844033/audio_file/level01/01_76de05ca-a.mp3,easy
The school allowed him to perform .,/ˈðə ˈskul əˈlaʊd ˈhɪm ˈtu pərˈfɔrm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844034/audio_file/level01/01_77c78148-0.mp3,easy
I wish I had some cool water to drink .,/ˈaɪ ˈwɪʃ ˈaɪ ˈhæd ˈsəm ˈkul ˈwɔtər ˈtu ˈdrɪŋk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844035/audio_file/level01/01_b31a5917-f.mp3,easy
Her little brother liked collecting pocket knives .,/ˈhər ˈlɪtəl ˈbrəðər ˈlaɪkt kəˈlɛktɪŋ ˈpɑkət ˈnaɪvz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844036/audio_file/level01/01_98aaa715-9.mp3,easy
I thought I had to talk to him .,/ˈaɪ ˈθɔt ˈaɪ ˈhæd ˈtu ˈtɔk ˈtu ˈhɪm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844038/audio_file/level01/01_d2c6a5a7-e.mp3,easy
Is it Tuesday already ?,/ˈɪz ˈɪt ˈtjuzˌdeɪ ɔˈrɛdi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844039/audio_file/level01/01_ac1bcc7e-e.mp3,easy
Has it already been finished ?,/ˈhæz ˈɪt ɔˈrɛdi ˈbɪn ˈfɪnɪʃt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844040/audio_file/level01/01_042aa1f1-0.mp3,easy
It was painted blue .,/ˈɪt ˈwɑz ˈpeɪntɪd ˈblu/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844041/audio_file/level01/01_93b1f6a8-1.mp3,easy
A baby sheep is called a lamb .,/ˈeɪ ˈbeɪbi ˈʃip ˈɪz ˈkɔld ˈeɪ ˈlæm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844042/audio_file/level01/01_fb46f224-4.mp3,easy
That was the spot where the tree was .,/ˈðæt ˈwɑz ˈðə ˈspɑt ˈhwɛr ˈðə ˈtri ˈwɑz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844043/audio_file/level01/01_5113414d-3.mp3,easy
I wish she could have forgiven him .,/ˈaɪ ˈwɪʃ ˈʃi ˈkʊd ˈhæv fərˈɡɪvən ˈhɪm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844045/audio_file/level01/01_781c0fbd-6.mp3,easy
Who is the Israeli prime minister now ?,/ˈhu ˈɪz ˈðə ˌɪzˈreɪli ˈpraɪm ˈmɪnəstər ˈnaʊ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844046/audio_file/level01/01_7e3a6d5c-7.mp3,easy
Limestone is often used in cement .,/ˈlaɪmˌstoʊn ˈɪz ˈɔfən ˈjuzd ˈɪn səˈmɛnt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844048/audio_file/level01/01_68eff61a-5.mp3,easy
"If they had gone north , we could have followed them .",/ˈɪf ˈðeɪ ˈhæd ˈɡɔn ˈnɔrθ ˈwi ˈkʊd ˈhæv ˈfɑloʊd ˈðɛm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844049/audio_file/level01/01_a226cf82-2.mp3,easy
The dog learned to sit .,/ˈðə ˈdɔɡ ˈlərnd ˈtu ˈsɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844051/audio_file/level01/01_d370c497-4.mp3,easy
I was born here .,/ˈaɪ ˈwɑz ˈbɔrn ˈhir/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844052/audio_file/level01/01_959c80d9-1.mp3,easy
No one had money .,/ˈnoʊ ˈwən ˈhæd ˈməni/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844053/audio_file/level01/01_eb4aed5a-e.mp3,easy
Everyone looked for the missing boys .,/ˈɛvriˌwən ˈlʊkt ˈfɔr ˈðə ˈmɪsɪŋ ˈbɔɪz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844054/audio_file/level01/01_e0d9430c-3.mp3,easy
I have just started my new job .,/ˈaɪ ˈhæv ˈdʒəst ˈstɑrtɪd ˈmaɪ ˈnju ˈdʒɑb/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844055/audio_file/level01/01_9dd2147d-7.mp3,easy
Chicken is healthier than beef .,/ˈtʃɪkən ˈɪz ˈhɛlθiər ˈðæn ˈbif/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844056/audio_file/level01/01_1360ee09-c.mp3,easy
We can watch the planes from here .,/ˈwi ˈkæn ˈwɑtʃ ˈðə ˈpleɪnz ˈfrəm ˈhir/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844057/audio_file/level01/01_a8e0ff79-3.mp3,easy
Her son became a dentist .,/ˈhər ˈsən biˈkeɪm ˈeɪ ˈdɛnɪst/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844058/audio_file/level01/01_998e290a-1.mp3,easy
A man dressed as a policeman was asking questions .,/ˈeɪ ˈmæn ˈdrɛst ˈæz ˈeɪ pəˈlismən ˈwɑz ˈæskɪŋ ˈkwɛstʃənz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844059/audio_file/level01/01_ed0444fb-e.mp3,easy
He decided to buy flowers for his wife while he was out .,/ˈhi ˌdɪˈsaɪdɪd ˈtu ˈbaɪ ˈflaʊərz ˈfɔr ˈhɪz ˈwaɪf ˈhwaɪl ˈhi ˈwɑz ˈaʊt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844060/audio_file/level01/01_913594ea-0.mp3,easy
Have you changed your socks ?,/ˈhæv ˈju ˈtʃeɪndʒd ˈjɔr ˈsɑks/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844062/audio_file/level01/01_82cb2efb-3.mp3,easy
Many things were broken .,/ˈmɛni ˈθɪŋz ˈwər ˈbroʊkən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844063/audio_file/level01/01_1e7866e8-0.mp3,easy
They were married in Rome .,/ˈðeɪ ˈwər ˈmɛrid ˈɪn ˈroʊm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844064/audio_file/level01/01_468f966c-2.mp3,easy
The food is usually good there .,/ˈðə ˈfud ˈɪz ˈjuʒəli ˈɡʊd ˈðɛr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844065/audio_file/level01/01_b5148436-d.mp3,easy
The temperature is really mild this morning .,/ˈðə ˈtɛmpərətʃər ˈɪz ˈrili ˈmaɪld ˈðɪs ˈmɔrnɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844066/audio_file/level01/01_4b04a3c1-d.mp3,easy
This area is known for its peaches .,/ˈðɪs ˈɛriə ˈɪz ˈnoʊn ˈfɔr ˈɪts ˈpitʃəz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844067/audio_file/level01/01_d8671eda-2.mp3,easy
You have nothing left .,/ˈju ˈhæv ˈnəθɪŋ ˈlɛft/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844068/audio_file/level01/01_48214568-4.mp3,easy
They 'd be angry if she had gone too .,/ˈðeɪ ˈdi ˈbi ˈæŋɡri ˈɪf ˈʃi ˈhæd ˈɡɔn ˈtu/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844069/audio_file/level01/01_38a2618f-3.mp3,easy
Her heart was broken .,/ˈhər ˈhɑrt ˈwɑz ˈbroʊkən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844070/audio_file/level01/01_af8d0c50-9.mp3,easy
I said I was going home .,/ˈaɪ ˈsɛd ˈaɪ ˈwɑz ˈɡoʊɪn ˈhoʊm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844071/audio_file/level01/01_10cdfb77-b.mp3,easy
The new US school year starts in September .,/ˈðə ˈnju ˈəs ˈskul ˈjɪr ˈstɑrts ˈɪn sɛpˈtɛmbər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844072/audio_file/level01/01_a7c9146e-6.mp3,easy
Her arm was broken .,/ˈhər ˈɑrm ˈwɑz ˈbroʊkən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844073/audio_file/level01/01_922973bd-9.mp3,easy
He could n't stop looking at her .,/ˈhi ˈkʊd n't ˈstɑp ˈlʊkɪŋ ˈæt ˈhər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844074/audio_file/level01/01_ec77c918-8.mp3,easy
He does n't know how to do it .,/ˈhi ˈdəz n't ˈnoʊ ˈhaʊ ˈtu ˈdu ˈɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844075/audio_file/level01/01_dc2d9ec7-6.mp3,easy
Did you tell her where to meet us ?,/ˈdɪd ˈju ˈtɛl ˈhər ˈhwɛr ˈtu ˈmit ˈəs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844076/audio_file/level01/01_97b60e1f-d.mp3,easy
He suddenly got angry .,/ˈhi ˈsədənli ˈɡɑt ˈæŋɡri/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844077/audio_file/level01/01_c7aed8bd-2.mp3,easy
"If you wanted to talk to someone , who would you call ?",/ˈɪf ˈju ˈwɔntɪd ˈtu ˈtɔk ˈtu ˈsəmˌwən ˈhu ˈwʊd ˈju ˈkɔl/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844078/audio_file/level01/01_5698c869-e.mp3,easy
I found his keys by the door .,/ˈaɪ ˈfaʊnd ˈhɪz ˈkiz ˈbaɪ ˈðə ˈdɔr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844079/audio_file/level01/01_e26afd8d-e.mp3,easy
Obama is a person whose power is respected .,/ˌoʊˈbɑmə ˈɪz ˈeɪ ˈpərsən ˈhuz ˈpaʊər ˈɪz riˈspɛktɪd/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844080/audio_file/level01/01_05c6479e-f.mp3,easy
She always put apples in her yogurt .,/ˈʃi ˈɔlˌweɪz ˈpʊt ˈæpəlz ˈɪn ˈhər ˈjoʊɡərt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844081/audio_file/level01/01_2319bdaa-3.mp3,easy
The plane was as small as a car .,/ˈðə ˈpleɪn ˈwɑz ˈæz ˈsmɔl ˈæz ˈeɪ ˈkɑr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844082/audio_file/level01/01_2435e921-0.mp3,easy
I wish I could have done it .,/ˈaɪ ˈwɪʃ ˈaɪ ˈkʊd ˈhæv ˈdən ˈɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844084/audio_file/level01/01_355a9bd2-a.mp3,easy
You can use ours .,/ˈju ˈkæn ˈjus ˈaʊərz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844085/audio_file/level01/01_35997387-c.mp3,easy
I wish I could find that book .,/ˈaɪ ˈwɪʃ ˈaɪ ˈkʊd ˈfaɪnd ˈðæt ˈbʊk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844086/audio_file/level01/01_0c9a355e-b.mp3,easy
"Pass me that ball , would you ?",/ˈpæs ˈmi ˈðæt ˈbɔl ˈwʊd ˈju/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844087/audio_file/level01/01_ae742e31-2.mp3,easy
We learned to dance .,/ˈwi ˈlərnd ˈtu ˈdæns/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844089/audio_file/level01/01_ccf00e95-f.mp3,easy
That 's the house where they went to play video games last week .,/ˈðæt ˈɛs ˈðə ˈhaʊs ˈhwɛr ˈðeɪ ˈwɛnt ˈtu ˈpleɪ ˈvɪdioʊ ˈɡeɪmz ˈlæs ˈwik/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844090/audio_file/level01/01_ada57936-9.mp3,easy
The animals began to run .,/ˈðə ˈænəməlz biˈɡæn ˈtu ˈrən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844091/audio_file/level01/01_20d282cc-3.mp3,easy
He told us what he had seen .,/ˈhi ˈtoʊld ˈəs ˈhwət ˈhi ˈhæd ˈsin/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844092/audio_file/level01/01_ddb41b5e-3.mp3,easy
The woman listening to the music looked so happy .,/ˈðə ˈwʊmən ˈlɪsənɪŋ ˈtu ˈðə ˈmjuzɪk ˈlʊkt ˈsoʊ ˈhæpi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844094/audio_file/level01/01_cde1547d-8.mp3,easy
"If I lived here , I 'd be so happy !",/ˈɪf ˈaɪ ˈlaɪvd ˈhir ˈaɪ ˈdi ˈbi ˈsoʊ ˈhæpi/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844095/audio_file/level01/01_afcd1506-e.mp3,easy
He had to wear a tie to work .,/ˈhi ˈhæd ˈtu ˈwɛr ˈeɪ ˈtaɪ ˈtu ˈwərk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844096/audio_file/level01/01_d5ee64fa-f.mp3,easy
I thought I saw him .,/ˈaɪ ˈθɔt ˈaɪ ˈsɔ ˈhɪm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844097/audio_file/level01/01_fb4a1989-2.mp3,easy
There is a storm coming .,/ˈðɛr ˈɪz ˈeɪ ˈstɔrm ˈkəmɪŋ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844098/audio_file/level01/01_d725bbec-b.mp3,easy
She would like you to come with us .,/ˈʃi ˈwʊd ˈlaɪk ˈju ˈtu ˈkəm ˈwɪð ˈəs/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844099/audio_file/level01/01_87408ba5-8.mp3,easy
The train stopped before I arrived at my station .,/ˈðə ˈtreɪn ˈstɑpt ˌbiˈfɔr ˈaɪ ərˈaɪvd ˈæt ˈmaɪ ˈsteɪʃən/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844100/audio_file/level01/01_2546f928-f.mp3,easy
His bird died suddenly .,/ˈhɪz ˈbərd ˈdaɪd ˈsədənli/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844101/audio_file/level01/01_c2479b25-3.mp3,easy
Halloween is in October .,/ˌhæləˈwin ˈɪz ˈɪn ɑkˈtoʊbər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844102/audio_file/level01/01_69f384ab-2.mp3,easy
I wish we could tell them .,/ˈaɪ ˈwɪʃ ˈwi ˈkʊd ˈtɛl ˈðɛm/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844107/audio_file/level01/01_abf6f9b4-7.mp3,easy
Our kids have trouble deciding what to wear to school .,/ˈaʊər ˈkɪdz ˈhæv ˈtrəbəl ˌdɪˈsaɪdɪŋ ˈhwət ˈtu ˈwɛr ˈtu ˈskul/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844108/audio_file/level01/01_63f233c4-5.mp3,easy
She 's just sent me a letter .,/ˈʃi ˈɛs ˈdʒəst ˈsɛnt ˈmi ˈeɪ ˈlɛtər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844109/audio_file/level01/01_00edbb7a-b.mp3,easy
He walked through the door .,/ˈhi ˈwɔkt ˈθru ˈðə ˈdɔr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844111/audio_file/level01/01_49f25db2-2.mp3,easy
Where are the kids ?,/ˈhwɛr ˈɑr ˈðə ˈkɪdz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844112/audio_file/level01/01_372638ba-5.mp3,easy
She always wore boots with heels .,/ˈʃi ˈɔlˌweɪz ˈwɔr ˈbuts ˈwɪð ˈhilz/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844114/audio_file/level01/01_35888a14-d.mp3,easy
Please return my book as soon as possible .,/ˈpliz riˈtərn ˈmaɪ ˈbʊk ˈæz ˈsun ˈæz ˈpɑsəbəl/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844115/audio_file/level01/01_64c403bb-f.mp3,easy
Blue crabs are famous in this area .,/ˈblu ˈkræbz ˈɑr ˈfeɪməs ˈɪn ˈðɪs ˈɛriə/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844116/audio_file/level01/01_f2df7772-1.mp3,easy
We have been to England as well as to France .,/ˈwi ˈhæv ˈbɪn ˈtu ˈɪŋɡlənd ˈæz ˈwɛl ˈæz ˈtu ˈfræns/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844117/audio_file/level01/01_8f1841dc-8.mp3,easy
Have you already had your lunch ?,/ˈhæv ˈju ɔˈrɛdi ˈhæd ˈjɔr ˈləntʃ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844118/audio_file/level01/01_b0d06795-5.mp3,easy
Did you brush your teeth ?,/ˈdɪd ˈju ˈbrəʃ ˈjɔr ˈtiθ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844119/audio_file/level01/01_2b7872e5-7.mp3,easy
Do you want to read this book ?,/ˈdu ˈju ˈwɑnt ˈtu ˈrɛd ˈðɪs ˈbʊk/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844120/audio_file/level01/01_cef33c5b-0.mp3,easy
We rushed to the place where we last saw her .,/ˈwi ˈrəʃt ˈtu ˈðə ˈpleɪs ˈhwɛr ˈwi ˈlæs ˈsɔ ˈhər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844121/audio_file/level01/01_3bdfcab5-8.mp3,easy
It was time for dinner .,/ˈɪt ˈwɑz ˈtaɪm ˈfɔr ˈdɪnər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844122/audio_file/level01/01_c892e7ad-4.mp3,easy
This is my bag .,/ˈðɪs ˈɪz ˈmaɪ ˈbæɡ/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844123/audio_file/level01/01_c84dd485-b.mp3,easy
These houses were built before the war .,/ˈðiz ˈhaʊsəz ˈwər ˈbɪlt ˌbiˈfɔr ˈðə ˈwɔr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844124/audio_file/level01/01_d366ba47-1.mp3,easy
What if we went together ?,/ˈhwət ˈɪf ˈwi ˈwɛnt təˈɡɛðər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844125/audio_file/level01/01_f60cec0f-6.mp3,easy
I wish I could go out tonight .,/ˈaɪ ˈwɪʃ ˈaɪ ˈkʊd ˈɡoʊ ˈaʊt təˈnaɪt/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844127/audio_file/level01/01_b159167a-6.mp3,easy
His wife is Vietnamese .,/ˈhɪz ˈwaɪf ˈɪz viˌɛtnɑˈmis/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844128/audio_file/level01/01_8b037440-c.mp3,easy
I wish they would stop knocking on my door .,/ˈaɪ ˈwɪʃ ˈðeɪ ˈwʊd ˈstɑp ˈnɑkɪŋ ˈɑn ˈmaɪ ˈdɔr/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844129/audio_file/level01/01_38545888-0.mp3,easy
Have you seen my sister ?,/ˈhæv ˈju ˈsin ˈmaɪ ˈsɪstər/,https://res.cloudinary.com/dcz6avkds/video/upload/v1773844130/audio_file/level01/01_2782d50f-1.mp3,easy
